Pfam ID,Pfam Name,EC Class
pfam05277,DUF726 - Protein of unknown function (DUF726),
pfam05278,PEARLI-4 - Arabidopsis phospholipase-like protein (PEARLI 4),
pfam05279,Asp-B-Hydro_N - Aspartyl beta-hydroxylase N-terminal region,
pfam05280,FlhC - Flagellar transcriptional activator (FlhC),
pfam05281,Secretogranin_V - Neuroendocrine protein 7B2 precursor (Secretogranin V),
pfam05282,AAR2 - AAR2 protein,
pfam05283,"MGC-24 - Multi-glycosylated core protein 24 (MGC-24), sialomucin",
pfam05284,DUF736 - Protein of unknown function (DUF736),
pfam05285,SDA1 - SDA1,
pfam05287,PMG - PMG protein,
pfam05288,Pox_A3L - Poxvirus A3L Protein,
pfam05289,BLYB - Borrelia hemolysin accessory protein,
pfam05290,Baculo_IE-1 - Baculovirus immediate-early protein (IE-0),
pfam05291,Bystin - Bystin,
pfam05292,MCD - Malonyl-CoA decarboxylase (MCD),
pfam05293,ASFV_L11L - African swine fever virus (ASFV) L11L protein,
pfam05294,Toxin_5 - Scorpion short toxin,
pfam05295,Luciferase_N - Luciferase/LBP N-terminal domain,
pfam05296,TAS2R - Taste receptor protein (TAS2R),
pfam05297,Herpes_LMP1 - Herpesvirus latent membrane protein 1 (LMP1),
pfam05298,Bombinin - Bombinin,
pfam05299,Peptidase_M61 - M61 glycyl aminopeptidase,
pfam05300,DUF737 - Protein of unknown function (DUF737),
pfam05301,"Acetyltransf_16 - GNAT acetyltransferase, Mec-17",
pfam05302,DUF720 - Protein of unknown function (DUF720),
pfam05303,DUF727 - Protein of unknown function (DUF727),
pfam05304,DUF728 - Protein of unknown function (DUF728),
pfam05305,DUF732 - Protein of unknown function (DUF732),
pfam05306,DUF733 - Protein of unknown function (DUF733),
pfam05307,Bundlin - Bundlin,
pfam05308,Mito_fiss_reg - Mitochondrial fission regulator,
pfam05309,TraE - TraE protein,
pfam05310,Tenui_NS3 - Tenuivirus movement protein,
pfam05311,Baculo_PP31 - Baculovirus 33KDa late protein (PP31),
pfam05313,Pox_P21 - Poxvirus P21 membrane protein,
pfam05314,Baculo_ODV-E27 - Baculovirus occlusion-derived virus envelope protein EC27,
pfam05315,ICEA - ICEA Protein,
pfam05316,VAR1 - Mitochondrial ribosomal protein (VAR1),
pfam05317,Thermopsin - Thermopsin,
pfam05318,Tombus_movement - Tombusvirus movement protein,
pfam05320,Pox_RNA_Pol_19 - Poxvirus DNA-directed RNA polymerase 19 kDa subunit,
pfam05321,HHA - Haemolysin expression modulating protein,
pfam05322,NinE - NINE Protein,
pfam05323,Pox_A21 - Poxvirus A21 Protein,
pfam05324,Sperm_Ag_HE2 - Sperm antigen HE2,
pfam05325,DUF730 - Protein of unknown function (DUF730),
pfam05326,SVA - Seminal vesicle autoantigen (SVA),
pfam05327,RRN3 - RNA polymerase I specific transcription initiation factor RRN3,
pfam05328,"CybS - CybS, succinate dehydrogenase cytochrome B small subunit",
pfam05331,DUF742 - Protein of unknown function (DUF742),
pfam05332,DUF743 - Protein of unknown function (DUF743),
pfam05334,DUF719 - Protein of unknown function (DUF719),
pfam05335,DUF745 - Protein of unknown function (DUF745),
pfam05336,rhaM - L-rhamnose mutarotase,
pfam05337,CSF-1 - Macrophage colony stimulating factor-1 (CSF-1),
pfam05338,DUF717 - Protein of unknown function (DUF717),
pfam05339,DUF739 - Protein of unknown function (DUF739),
pfam05340,DUF740 - Protein of unknown function (DUF740),
pfam05341,DUF708 - Protein of unknown function (DUF708),
pfam05342,Peptidase_M26_N - M26 IgA1-specific Metallo-endopeptidase N-terminal region,
pfam05343,Peptidase_M42 - M42 glutamyl aminopeptidase,
pfam05344,DUF746 - Domain of Unknown Function (DUF746),
pfam05345,He_PIG - Putative Ig domain,
pfam05346,DUF747 - Eukaryotic membrane protein family,
pfam05347,Complex1_LYR - Complex 1 protein (LYR family),
pfam05348,UMP1 - Proteasome maturation factor UMP1,
pfam05349,"GATA-N - GATA-type transcription activator, N-terminal",
pfam05350,GSK-3_bind - Glycogen synthase kinase-3 binding,
pfam05351,"GMP_PDE_delta - GMP-PDE, delta subunit",
pfam05352,Phage_connector - Phage Connector (GP10),
pfam05353,Atracotoxin - Delta Atracotoxin,
pfam05354,Phage_attach - Phage Head-Tail Attachment,
pfam05355,Apo-CII - Apolipoprotein C-II,
pfam05356,Phage_Coat_B - Phage Coat protein B,
pfam05357,Phage_Coat_A - Phage Coat Protein A,
pfam05358,DicB - DicB protein,
pfam05359,DUF748 - Domain of Unknown Function (DUF748),
pfam05360,YiaAB - yiaA/B two helix domain,
pfam05361,PP1_inhibitor - PKC-activated protein phosphatase-1 inhibitor,
pfam05362,Lon_C - Lon protease (S16) C-terminal proteolytic domain,
pfam05363,Herpes_US12 - Herpesvirus US12 family,
pfam05364,SecIII_SopE_N - Salmonella type III secretion SopE effector N-terminus,
pfam05365,"UCR_UQCRX_QCR9 - Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like",
pfam05366,Sarcolipin - Sarcolipin,
pfam05367,Phage_endo_I - Phage endonuclease I,
pfam05368,NmrA - NmrA-like family,
pfam05369,MtmB - Monomethylamine methyltransferase MtmB,
pfam05370,DUF749 - Domain of unknown function (DUF749),
pfam05371,"Phage_Coat_Gp8 - Phage major coat protein, Gp8",
pfam05372,Delta_lysin - Delta lysin family,
pfam05373,"Pro_3_hydrox_C - L-proline 3-hydroxylase, C-terminal",
pfam05374,Mu-conotoxin - Mu-Conotoxin,
pfam05375,Pacifastin_I - Pacifastin inhibitor (LCMII),
pfam05377,FlaC_arch - Flagella accessory protein C (FlaC),
pfam05378,Hydant_A_N - Hydantoinase/oxoprolinase N-terminal region,
pfam05379,Peptidase_C23 - Carlavirus endopeptidase,
pfam05380,Peptidase_A17 - Pao retrotransposon peptidase,
pfam05381,Peptidase_C21 - Tymovirus endopeptidase,
pfam05382,Amidase_5 - Bacteriophage peptidoglycan hydrolase,
pfam05383,La - La domain,
pfam05384,DegS - Sensor protein DegS,
pfam05385,Adeno_E4 - Mastadenovirus early E4 13 kDa protein,
pfam05386,TEP1_N - TEP1 N-terminal domain,
pfam05387,Chorion_3 - Chorion family 3,
pfam05388,Carbpep_Y_N - Carboxypeptidase Y pro-peptide,
pfam05389,MecA - Negative regulator of genetic competence (MecA),
pfam05390,KRE9 - Yeast cell wall synthesis protein KRE9/KNH1,
pfam05391,Lsm_interact - Lsm interaction motif,
pfam05392,COX7B - Cytochrome C oxidase chain VIIB,
pfam05393,Hum_adeno_E3A - Human adenovirus early E3A glycoprotein,
pfam05394,AvrB_AvrC - Avirulence protein,
pfam05395,DARPP-32 - Protein phosphatase inhibitor 1/DARPP-32,
pfam05396,Phage_T7_Capsid - Phage T7 capsid assembly protein,
pfam05397,Med15_fungi - Mediator complex subunit 15,
pfam05398,PufQ - PufQ cytochrome subunit,
pfam05399,EVI2A - Ectropic viral integration site 2A protein (EVI2A),
pfam05400,FliT - Flagellar protein FliT,
pfam05401,NodS - Nodulation protein S (NodS),
pfam05402,PqqD - Coenzyme PQQ synthesis protein D (PqqD),
pfam05403,Plasmodium_HRP - Plasmodium histidine-rich protein (HRPII/III),
pfam05404,"TRAP-delta - Translocon-associated protein, delta subunit precursor (TRAP-delta)",
pfam05405,Mt_ATP-synt_B - Mitochondrial ATP synthase B chain precursor (ATP-synt_B),
pfam05406,WGR - WGR domain,
pfam05407,Peptidase_C27 - Rubella virus endopeptidase,
pfam05408,Peptidase_C28 - Foot-and-mouth virus L-proteinase,
pfam05409,Peptidase_C30 - Coronavirus endopeptidase C30,
pfam05410,Peptidase_C31 - Porcine arterivirus-type cysteine proteinase alpha,
pfam05411,Peptidase_C32 - Equine arteritis virus putative proteinase,
pfam05412,Peptidase_C33 - Equine arterivirus Nsp2-type cysteine proteinase,
pfam05413,Peptidase_C34 - Putative closterovirus papain-like endopeptidase,
pfam05414,DUF1717 - Viral domain of unknown function (DUF1717),
pfam05415,Peptidase_C36 - Beet necrotic yellow vein furovirus-type papain-like endopeptidase,
pfam05416,Peptidase_C37 - Southampton virus-type processing peptidase,
pfam05417,Peptidase_C41 - Hepatitis E cysteine protease,
pfam05418,Apo-VLDL-II - Apovitellenin I (Apo-VLDL-II),
pfam05419,GUN4 - GUN4-like,
pfam05420,BCSC_C - Cellulose synthase operon protein C C-terminus (BCSC_C),
pfam05421,DUF751 - Protein of unknown function (DUF751),
pfam05422,SIN1 - Stress-activated map kinase interacting protein 1 (SIN1),
pfam05423,Mycobact_memb - Mycobacterium membrane protein,
pfam05424,Duffy_binding - Duffy binding domain,
pfam05425,CopD - Copper resistance protein D,
pfam05426,Alginate_lyase - Alginate lyase,
pfam05427,FIBP - Acidic fibroblast growth factor binding (FIBP),
pfam05428,CRF-BP - Corticotropin-releasing factor binding protein (CRF-BP),
pfam05430,Methyltransf_30 - S-adenosyl-L-methionine-dependent methyltransferase,
pfam05431,"Toxin_10 - Insecticidal Crystal Toxin, P42",
pfam05432,BSP_II - Bone sialoprotein II (BSP-II),
pfam05433,Rick_17kDa_Anti - Glycine zipper 2TM domain,
pfam05434,Tmemb_9 - TMEM9,
pfam05435,Phi-29_GP3 - Phi-29 DNA terminal protein GP3,
pfam05436,MF_alpha_N - Mating factor alpha precursor N-terminus,
pfam05437,AzlD - Branched-chain amino acid transport protein (AzlD),
pfam05438,TRH - Thyrotropin-releasing hormone (TRH),
pfam05439,JTB - Jumping translocation breakpoint protein (JTB),
pfam05440,MtrB - Tetrahydromethanopterin S-methyltransferase subunit B,
pfam05443,ROS_MUCR - ROS/MUCR transcriptional regulator protein,
pfam05444,DUF753 - Protein of unknown function (DUF753),
pfam05445,Pox_ser-thr_kin - Poxvirus serine/threonine protein kinase,
pfam05448,AXE1 - Acetyl xylan esterase (AXE1),
pfam05449,"Phage_holin_3_7 - Putative 3TM holin, Phage_holin_3",
pfam05450,Nicastrin - Nicastrin,
pfam05451,Phytoreo_Pns - Phytoreovirus nonstructural protein Pns10/11,
pfam05452,Clavanin - Clavanin,
pfam05453,Toxin_6 - BmTXKS1/BmP02 toxin family,
pfam05454,DAG1 - Dystroglycan (Dystrophin-associated glycoprotein 1),
pfam05455,GvpH - GvpH,
pfam05456,eIF_4EBP - Eukaryotic translation initiation factor 4E binding protein (EIF4EBP),
pfam05458,Siva - Cd27 binding protein (Siva),
pfam05459,Herpes_UL69 - Herpesvirus transcriptional regulator family,
pfam05460,ORC6 - Origin recognition complex subunit 6 (ORC6),
pfam05461,ApoL - Apolipoprotein L,
pfam05462,Dicty_CAR - Slime mold cyclic AMP receptor,
pfam05463,Sclerostin - Sclerostin (SOST),
pfam05464,Phi-29_GP4 - Phi-29-like late genes activator (early protein GP4),
pfam05465,Halo_GVPC - Halobacterial gas vesicle protein C (GVPC) repeat,
pfam05466,BASP1 - Brain acid soluble protein 1 (BASP1 protein),
pfam05467,Herpes_U47 - Herpesvirus glycoprotein U47,
pfam05470,eIF-3c_N - Eukaryotic translation initiation factor 3 subunit 8 N-terminus,
pfam05472,Ter - DNA replication terminus site-binding protein (Ter protein),
pfam05473,"UL45 - UL45 protein, carbohydrate-binding C-type lectin-like",
pfam05474,Semenogelin - Semenogelin,
pfam05475,Chlam_vir - Pgp3 C-terminal domain,
pfam05476,PET122 - PET122,
pfam05477,SURF2 - Surfeit locus protein 2 (SURF2),
pfam05478,Prominin - Prominin,
pfam05479,PsaN - Photosystem I reaction centre subunit N (PSAN or PSI-N),
pfam05480,Staph_haemo - Staphylococcus haemolytic protein,
pfam05481,Myco_19_kDa - Mycobacterium 19 kDa lipoprotein antigen,
pfam05482,Serendipity_A - Serendipity locus alpha protein (SRY-A),
pfam05483,SCP-1 - Synaptonemal complex protein 1 (SCP-1),
pfam05484,LRV_FeS - LRV protein FeS4 cluster,
pfam05485,THAP - THAP domain,
pfam05486,SRP9-21 - Signal recognition particle 9 kDa protein (SRP9),
pfam05488,PAAR_motif - PAAR motif,
pfam05489,Phage_tail_X - Phage Tail Protein X,
pfam05491,RuvB_C - Holliday junction DNA helicase ruvB C-terminus,
pfam05493,ATP_synt_H - ATP synthase subunit H,
pfam05494,MlaC - MlaC protein,
pfam05495,zf-CHY - CHY zinc finger,
pfam05496,RuvB_N - Holliday junction DNA helicase ruvB N-terminus,
pfam05497,Destabilase - Destabilase,
pfam05498,RALF - Rapid ALkalinization Factor (RALF),
pfam05499,DMAP1 - DNA methyltransferase 1-associated protein 1 (DMAP1),
pfam05501,DUF755 - Domain of unknown function (DUF755),
pfam05502,Dynactin_p62 - Dynactin p62 family,
pfam05503,Pox_G7 - Poxvirus G7-like,
pfam05504,"Spore_GerAC - Spore germination B3/ GerAC like, C-terminal",
pfam05505,Ebola_NP - Ebola nucleoprotein,
pfam05506,DUF756 - Domain of unknown function (DUF756),
pfam05507,MAGP - Microfibril-associated glycoprotein (MAGP),
pfam05508,Ran-binding - RanGTP-binding protein,
pfam05509,TraY - TraY domain,
pfam05510,Sarcoglycan_2 - Sarcoglycan alpha/epsilon,
pfam05511,ATP-synt_F6 - Mitochondrial ATP synthase coupling factor 6,
pfam05512,AWPM-19 - AWPM-19-like family,
pfam05513,TraA - TraA,
pfam05514,HR_lesion - HR-like lesion-inducing,
pfam05515,Viral_NABP - Viral nucleic acid binding,
pfam05517,p25-alpha - p25-alpha,
pfam05518,Totivirus_coat - Totivirus coat protein,
pfam05520,Citrus_P18 - Citrus tristeza virus P18 protein,
pfam05521,Phage_H_T_join - Phage head-tail joining protein,
pfam05522,Metallothio_6 - Metallothionein,
pfam05523,"FdtA - WxcM-like, C-terminal",
pfam05524,"PEP-utilisers_N - PEP-utilising enzyme, N-terminal",
pfam05525,Branch_AA_trans - Branched-chain amino acid transport protein,
pfam05526,R_equi_Vir - Rhodococcus equi virulence-associated protein,
pfam05527,DUF758 - Domain of unknown function (DUF758),
pfam05528,Coronavirus_5 - Coronavirus gene 5 protein,
pfam05529,Bap31 - B-cell receptor-associated protein 31-like,
pfam05531,NPV_P10 - Nucleopolyhedrovirus P10 protein,
pfam05532,CsbD - CsbD-like,
pfam05533,Peptidase_C42 - Beet yellows virus-type papain-like endopeptidase C42,
pfam05534,HicB - HicB family,
pfam05535,Chromadorea_ALT - Chromadorea ALT protein,
pfam05536,Neurochondrin - Neurochondrin,
pfam05537,DUF759 - Borrelia burgdorferi protein of unknown function (DUF759),
pfam05538,Campylo_MOMP - Campylobacter major outer membrane protein,
pfam05539,Pneumo_att_G - Pneumovirinae attachment membrane glycoprotein G,
pfam05540,Serpulina_VSP - Serpulina hyodysenteriae variable surface protein,
pfam05541,Spheroidin - Entomopoxvirus spheroidin protein,
pfam05542,DUF760 - Protein of unknown function (DUF760),
pfam05543,Peptidase_C47 - Staphopain peptidase C47,
pfam05544,Pro_racemase - Proline racemase,
pfam05545,FixQ - Cbb3-type cytochrome oxidase component FixQ,
pfam05546,She9_MDM33 - She9 / Mdm33 family,
pfam05547,Peptidase_M6 - Immune inhibitor A peptidase M6,
pfam05548,Peptidase_M11 - Gametolysin peptidase M11,
pfam05549,Allexi_40kDa - Allexivirus 40kDa protein,
pfam05550,Peptidase_C53 - Pestivirus Npro endopeptidase C53,
pfam05551,zf-His_Me_endon - Zinc-binding loop region of homing endonuclease,
pfam05552,TM_helix - Conserved TM helix,
pfam05553,DUF761 - Cotton fibre expressed protein,
pfam05554,Novirhabdo_Nv - Viral hemorrhagic septicemia virus non-virion protein,
pfam05555,DUF762 - Coxiella burnetii protein of unknown function (DUF762),
pfam05556,Calsarcin - Calcineurin-binding protein (Calsarcin),
pfam05557,MAD - Mitotic checkpoint protein,
pfam05558,DREPP - DREPP plasma membrane polypeptide,
pfam05559,DUF763 - Protein of unknown function (DUF763),
pfam05560,Bt_P21 - Bacillus thuringiensis P21 molecular chaperone protein,
pfam05561,DUF764 - Borrelia burgdorferi protein of unknown function (DUF764),
pfam05562,WCOR413 - Cold acclimation protein WCOR413,
pfam05563,SpvD - Salmonella plasmid virulence protein SpvD,
pfam05564,Auxin_repressed - Dormancy/auxin associated protein,
pfam05565,Sipho_Gp157 - Siphovirus Gp157,
pfam05566,Pox_vIL-18BP - Orthopoxvirus interleukin 18 binding protein,
pfam05567,Neisseria_PilC - Neisseria PilC beta-propeller domain,
pfam05568,ASFV_J13L - African swine fever virus J13L protein,
pfam05569,Peptidase_M56 - BlaR1 peptidase M56,
pfam05570,DUF765 - Circovirus protein of unknown function (DUF765),
pfam05571,DUF766 - Protein of unknown function (DUF766),
pfam05572,Peptidase_M43 - Pregnancy-associated plasma protein-A,
pfam05573,NosL - NosL,
pfam05575,V_cholerae_RfbT - Vibrio cholerae RfbT protein,
pfam05576,Peptidase_S37 - PS-10 peptidase S37,
pfam05577,Peptidase_S28 - Serine carboxypeptidase S28,
pfam05578,Peptidase_S31 - Pestivirus NS3 polyprotein peptidase S31,
pfam05579,Peptidase_S32 - Equine arteritis virus serine endopeptidase S32,
pfam05580,Peptidase_S55 - SpoIVB peptidase S55,
pfam05582,Peptidase_U57 - YabG peptidase U57,
pfam05584,Sulfolobus_pRN - Sulfolobus plasmid regulatory protein,
pfam05585,DUF1758 - Putative peptidase (DUF1758),
pfam05586,Ant_C - Anthrax receptor C-terminus region,
pfam05587,Anth_Ig - Anthrax receptor extracellular domain,
pfam05588,Botulinum_HA-17 - Clostridium botulinum HA-17 domain,
pfam05589,DUF768 - Protein of unknown function (DUF768),
pfam05590,DUF769 - Xylella fastidiosa protein of unknown function (DUF769),
pfam05591,"T6SS_VipA - Type VI secretion system, VipA, VC_A0107 or Hcp2",
pfam05592,Bac_rhamnosid - Bacterial alpha-L-rhamnosidase,
pfam05593,RHS_repeat - RHS Repeat,
pfam05594,Fil_haemagg - Haemagluttinin repeat,
pfam05595,DUF771 - Domain of unknown function (DUF771),
pfam05596,Taeniidae_ag - Taeniidae antigen,
pfam05597,Phasin - Poly(hydroxyalcanoate) granule associated protein (phasin),
pfam05598,DUF772 - Transposase domain (DUF772),
pfam05599,Deltaretro_Tax - Deltaretrovirus Tax protein,
pfam05600,DUF773 - Protein of unknown function (DUF773),
pfam05602,CLPTM1 - Cleft lip and palate transmembrane protein 1 (CLPTM1),
pfam05603,DUF775 - Protein of unknown function (DUF775),
pfam05604,DUF776 - Protein of unknown function (DUF776),
pfam05605,"zf-Di19 - Drought induced 19 protein (Di19), zinc-binding",
pfam05606,DUF777 - Borrelia burgdorferi protein of unknown function (DUF777),
pfam05608,DUF778 - Protein of unknown function (DUF778),
pfam05609,LAP1C - Lamina-associated polypeptide 1C (LAP1C),
pfam05610,DUF779 - Protein of unknown function (DUF779),
pfam05611,DUF780 - Caenorhabditis elegans protein of unknown function (DUF780),
pfam05612,DUF781 - Mouse protein of unknown function (DUF781),
pfam05613,Herpes_U15 - Human herpesvirus U15 protein,
pfam05614,DUF782 - Circovirus protein of unknown function (DUF782),
pfam05615,THOC7 - Tho complex subunit 7,
pfam05616,Neisseria_TspB - Neisseria meningitidis TspB protein,
pfam05617,Prolamin_like - Prolamin-like,
pfam05618,Zn_protease - Putative ATP-dependant zinc protease,
pfam05619,DUF787 - Borrelia burgdorferi protein of unknown function (DUF787),
pfam05620,DUF788 - Protein of unknown function (DUF788),
pfam05621,TniB - Bacterial TniB protein,
pfam05622,HOOK - HOOK protein,
pfam05623,DUF789 - Protein of unknown function (DUF789),
pfam05624,LSR - Lipolysis stimulated receptor (LSR),
pfam05625,PAXNEB - PAXNEB protein,
pfam05626,DUF790 - Protein of unknown function (DUF790),
pfam05627,AvrRpt-cleavage - Cleavage site for pathogenic type III effector avirulence factor Avr,
pfam05628,Borrelia_P13 - Borrelia membrane protein P13,
pfam05629,Nanovirus_C8 - Nanovirus component 8 (C8) protein,
pfam05630,NPP1 - Necrosis inducing protein (NPP1),
pfam05631,"MFS_5 - Sugar-tranasporters, 12 TM",
pfam05632,DUF792 - Borrelia burgdorferi protein of unknown function (DUF792),
pfam05633,DUF793 - Protein of unknown function (DUF793),
pfam05634,APO_RNA-bind - APO RNA-binding,
pfam05635,23S_rRNA_IVP - 23S rRNA-intervening sequence protein,
pfam05636,HIGH_NTase1 - HIGH Nucleotidyl Transferase,
pfam05637,Glyco_transf_34 - galactosyl transferase GMA12/MNN10 family,
pfam05638,"T6SS_HCP - Type VI secretion system effector, Hcp",
pfam05639,Pup - Pup-like protein,
pfam05640,"NKAIN - Na,K-Atpase Interacting protein",
pfam05641,Agenet - Agenet domain,
pfam05642,Sporozoite_P67 - Sporozoite P67 surface antigen,
pfam05643,DUF799 - Putative bacterial lipoprotein (DUF799),
pfam05644,Miff - Mitochondrial and peroxisomal fission factor Mff,
pfam05645,RNA_pol_Rpc82 - RNA polymerase III subunit RPC82,
pfam05647,"Epiglycanin_TR - Tandem-repeating region of mucin, epiglycanin-like",
pfam05648,PEX11 - Peroxisomal biogenesis factor 11 (PEX11),
pfam05649,Peptidase_M13_N - Peptidase family M13,
pfam05650,DUF802 - Domain of unknown function (DUF802),
pfam05651,Diacid_rec - Putative sugar diacid recognition,
pfam05652,DcpS - Scavenger mRNA decapping enzyme (DcpS) N-terminal,
pfam05653,Mg_trans_NIPA - Magnesium transporter NIPA,
pfam05655,AvrD - Pseudomonas avirulence D protein (AvrD),
pfam05656,DUF805 - Protein of unknown function (DUF805),
pfam05657,DUF806 - Protein of unknown function (DUF806),
pfam05658,YadA_head - Head domain of trimeric autotransporter adhesin,
pfam05659,RPW8 - Arabidopsis broad-spectrum mildew resistance protein RPW8,
pfam05660,DUF807 - Coxiella burnetii protein of unknown function (DUF807),
pfam05661,DUF808 - Protein of unknown function (DUF808),
pfam05662,YadA_stalk - Coiled stalk of trimeric autotransporter adhesin,
pfam05663,DUF809 - Protein of unknown function (DUF809),
pfam05664,DUF810 - Plant family of unknown function (DUF810),
pfam05666,Fels1 - Fels-1 Prophage Protein-like,
pfam05667,DUF812 - Protein of unknown function (DUF812),
pfam05669,Med31 - SOH1,
pfam05670,DUF814 - Domain of unknown function (DUF814),
pfam05671,GETHR - GETHR pentapeptide repeat (5 copies),
pfam05672,MAP7 - MAP7 (E-MAP-115) family,
pfam05673,DUF815 - Protein of unknown function (DUF815),
pfam05674,DUF816 - Baculovirus protein of unknown function (DUF816),
pfam05675,DUF817 - Protein of unknown function (DUF817),
pfam05676,NDUF_B7 - NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7),
pfam05677,DUF818 - Chlamydia CHLPS protein (DUF818),
pfam05678,VQ - VQ motif,
pfam05679,CHGN - Chondroitin N-acetylgalactosaminyltransferase,
pfam05680,ATP-synt_E - ATP synthase E chain,
pfam05681,Fumerase - Fumarate hydratase (Fumerase),
pfam05683,Fumerase_C - Fumarase C-terminus,
pfam05684,DUF819 - Protein of unknown function (DUF819),
pfam05685,Uma2 - Putative restriction endonuclease,
pfam05686,Glyco_transf_90 - Glycosyl transferase family 90,
pfam05687,"BES1_N - BES1/BZR1 plant transcription factor, N-terminal",
pfam05688,DUF824 - Salmonella repeat of unknown function (DUF824),
pfam05689,DUF823 - Salmonella repeat of unknown function (DUF823),
pfam05690,ThiG - Thiazole biosynthesis protein ThiG,
pfam05691,Raffinose_syn - Raffinose synthase or seed imbibition protein Sip1,
pfam05692,Myco_haema - Mycoplasma haemagglutinin,
pfam05693,Glycogen_syn - Glycogen synthase,
pfam05694,SBP56 - 56kDa selenium binding protein (SBP56),
pfam05695,DUF825 - Plant protein of unknown function (DUF825),
pfam05696,DUF826 - Protein of unknown function (DUF826),
pfam05697,Trigger_N - Bacterial trigger factor protein (TF),
pfam05698,Trigger_C - Bacterial trigger factor protein (TF) C-terminus,
pfam05699,Dimer_Tnp_hAT - hAT family C-terminal dimerisation region,
pfam05700,BCAS2 - Breast carcinoma amplified sequence 2 (BCAS2),
pfam05701,WEMBL - Weak chloroplast movement under blue light,
pfam05702,Herpes_UL49_5 - Herpesvirus UL49.5 envelope/tegument protein,
pfam05703,Auxin_canalis - Auxin canalisation,
pfam05704,Caps_synth - Capsular polysaccharide synthesis protein,
pfam05705,DUF829 - Eukaryotic protein of unknown function (DUF829),
pfam05706,CDKN3 - Cyclin-dependent kinase inhibitor 3 (CDKN3),
pfam05707,Zot - Zonular occludens toxin (Zot),
pfam05708,"Peptidase_C92 - Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family",
pfam05709,Sipho_tail - Phage tail protein,
pfam05710,Coiled - Coiled coil,
pfam05711,TylF - Macrocin-O-methyltransferase (TylF),
pfam05712,MRG - MRG,
pfam05713,MobC - Bacterial mobilisation protein (MobC),
pfam05714,Borrelia_lipo_1 - Borrelia burgdorferi virulent strain associated lipoprotein,
pfam05715,zf-piccolo - Piccolo Zn-finger,
pfam05716,AKAP_110 - A-kinase anchor protein 110 kDa (AKAP 110),
pfam05717,TnpB_IS66 - IS66 Orf2 like protein,
pfam05718,Pox_int_trans - Poxvirus intermediate transcription factor,
pfam05719,GPP34 - Golgi phosphoprotein 3 (GPP34),
pfam05720,Dicty_CAD - Cell-cell adhesion domain,
pfam05721,PhyH - Phytanoyl-CoA dioxygenase (PhyH),
pfam05722,Ustilago_mating - Ustilago B locus mating-type protein,
pfam05724,TPMT - Thiopurine S-methyltransferase (TPMT),
pfam05725,FNIP - FNIP Repeat,
pfam05726,Pirin_C - Pirin C-terminal cupin domain,
pfam05727,UPF0228 - Uncharacterised protein family (UPF0228),
pfam05728,UPF0227 - Uncharacterised protein family (UPF0227),
pfam05729,NACHT - NACHT domain,
pfam05730,CFEM - CFEM domain,
pfam05731,TROVE - TROVE domain,
pfam05732,RepL - Firmicute plasmid replication protein (RepL),
pfam05733,Tenui_N - Tenuivirus/Phlebovirus nucleocapsid protein,
pfam05734,DUF832 - Herpesvirus protein of unknown function (DUF832),
pfam05735,TSP_C - Thrombospondin C-terminal region,
pfam05736,OprF - OprF membrane domain,
pfam05737,Collagen_bind - Collagen binding domain,
pfam05738,Cna_B - Cna protein B-type domain,
pfam05739,SNARE - SNARE domain,
pfam05741,zf-nanos - Nanos RNA binding domain,
pfam05742,TANGO2 - Transport and Golgi organisation 2,
pfam05743,UEV - UEV domain,
pfam05744,Benyvirus_P25 - Benyvirus P25/P26 protein,
pfam05745,CRPA - Chlamydia 15 kDa cysteine-rich outer membrane protein (CRPA),
pfam05746,DALR_1 - DALR anticodon binding domain,
pfam05748,Rubella_E1 - Rubella membrane glycoprotein E1,
pfam05749,Rubella_E2 - Rubella membrane glycoprotein E2,
pfam05750,Rubella_Capsid - Rubella capsid protein,
pfam05751,FixH - FixH,
pfam05752,Calici_MSP - Calicivirus minor structural protein,
pfam05753,TRAP_beta - Translocon-associated protein beta (TRAPB),
pfam05754,DUF834 - Domain of unknown function (DUF834),
pfam05755,REF - Rubber elongation factor protein (REF),
pfam05756,S-antigen - S-antigen protein,
pfam05757,PsbQ - Oxygen evolving enhancer protein 3 (PsbQ),
pfam05758,Ycf1 - Ycf1,
pfam05760,IER - Immediate early response protein (IER),
pfam05761,5_nucleotid - 5' nucleotidase family,
pfam05762,VWA_CoxE - VWA domain containing CoxE-like protein,
pfam05763,DUF835 - Protein of unknown function (DUF835),
pfam05764,YL1 - YL1 nuclear protein,
pfam05766,NinG - Bacteriophage Lambda NinG protein,
pfam05767,Pox_A14 - Poxvirus virion envelope protein A14,
pfam05768,DUF836 - Glutaredoxin-like domain (DUF836),
pfam05769,DUF837 - Protein of unknown function (DUF837),
pfam05770,"Ins134_P3_kin - Inositol 1, 3, 4-trisphosphate 5/6-kinase",
pfam05771,Pox_A31 - Poxvirus A31 protein,
pfam05772,NinB - NinB protein,
pfam05773,RWD - RWD domain,
pfam05774,Herpes_heli_pri - Herpesvirus helicase-primase complex component,
pfam05775,AfaD - Enterobacteria AfaD invasin protein,
pfam05776,Papilloma_E5A - Papillomavirus E5A protein,
