Pfam ID	Pfam Name	Gene Count (assembled)	
pfam01991	ATP synthase (E/31 kDa) subunit	2	
pfam01992	ATP synthase (C/AC39) subunit	2	
pfam01994	tRNA ribose 2'-O-methyltransferase, aTrm56	1	
pfam01996	F420-0:Gamma-glutamyl ligase	9	
pfam01997	Translin family	2	
pfam02002	TFIIE alpha subunit	3	
pfam02005	N2,N2-dimethylguanosine tRNA methyltransferase	4	
pfam02006	Protein of unknown function DUF137	1	
pfam02010	REJ domain	18	
pfam02016	LD-carboxypeptidase	4	
pfam02018	Carbohydrate binding domain	1	
pfam02021	Uncharacterised protein family UPF0102	15	
pfam02023	SCAN domain	5	
pfam02026	RyR domain	1	
pfam02028	BCCT, betaine/carnitine/choline family transporter	24	
pfam02033	Ribosome-binding factor A	24	
pfam02036	SCP-2 sterol transfer family	4	
pfam02037	SAP domain	1	
pfam02055	Glycosyl hydrolase family 30 TIM-barrel domain	1	
pfam02056	Family 4 glycosyl hydrolase	13	
pfam02073	Thermophilic metalloprotease (M29)	3	
pfam02074	Carboxypeptidase Taq (M32) metallopeptidase	6	
pfam02075	Crossover junction endodeoxyribonuclease RuvC	30	
pfam02080	TrkA-C domain	21	
pfam02082	Transcriptional regulator	16	
pfam02085	Class III cytochrome C family	1	
pfam02086	D12 class N6 adenine-specific DNA methyltransferase	101	
pfam02091	Glycyl-tRNA synthetase alpha subunit	27	
pfam02092	Glycyl-tRNA synthetase beta subunit	31	
pfam02096	60Kd inner membrane protein	41	
pfam02104	SURF1 family	11	
pfam02112	cAMP phosphodiesterases class-II	3	
pfam02113	D-Ala-D-Ala carboxypeptidase 3 (S13) family	23	
pfam02119	Flagellar P-ring protein	1	
pfam02127	Aminopeptidase I zinc metalloprotease (M18)	2	
pfam02129	X-Pro dipeptidyl-peptidase (S15 family)	17	
pfam02130	Uncharacterized protein family UPF0054	28	
pfam02132	RecR protein	12	
pfam02133	Permease for cytosine/purines, uracil, thiamine, allantoin	3	
pfam02142	MGS-like domain	52	
pfam02146	Sir2 family	20	
pfam02151	UvrB/uvrC motif	47	
pfam02152	Dihydroneopterin aldolase	18	
pfam02153	Prephenate dehydrogenase	20	
pfam02154	Flagellar motor switch protein FliM	3	
pfam02163	Peptidase family M50	50	
pfam02167	Cytochrome C1 family	22	
pfam02176	TRAF-type zinc finger	2	
pfam02182	SAD/SRA domain	1	
pfam02190	ATP-dependent protease La (LON) substrate-binding domain	36	
pfam02195	ParB-like nuclease domain	32	
pfam02201	SWIB/MDM2 domain	2	
pfam02211	Nitrile hydratase beta subunit	13	
pfam02219	Methylenetetrahydrofolate reductase	25	
pfam02222	ATP-grasp domain	22	
pfam02223	Thymidylate kinase	38	
pfam02224	Cytidylate kinase	32	
pfam02225	PA domain	1	
pfam02230	Phospholipase/Carboxylesterase	25	
pfam02233	NAD(P) transhydrogenase beta subunit	28	
pfam02237	Biotin protein ligase C terminal domain	12	
pfam02245	Methylpurine-DNA glycosylase (MPG)	12	
pfam02254	TrkA-N domain	40	
pfam02261	Aspartate decarboxylase	2	
pfam02265	S1/P1 Nuclease	1	
pfam02272	DHHA1 domain	34	
pfam02274	Amidinotransferase	8	
pfam02276	Photosynthetic reaction centre cytochrome C subunit	2	
pfam02277	Phosphoribosyltransferase	16	
pfam02281	Transposase Tn5 dimerisation domain	3	
pfam02283	Cobinamide kinase / cobinamide phosphate guanyltransferase	11	
pfam02289	Cyclohydrolase (MCH)	2	
pfam02302	PTS system, Lactose/Cellobiose specific IIB subunit	1	
pfam02310	B12 binding domain	28	
pfam02311	AraC-like ligand binding domain	1	
pfam02312	Core binding factor beta subunit	1	
pfam02321	Outer membrane efflux protein	46	
pfam02322	Cytochrome bd terminal oxidase subunit II	2	
pfam02325	YGGT family	23	
pfam02326	Plant ATP synthase F0	2	
pfam02332	Methane/Phenol/Toluene Hydroxylase	2	
pfam02333	Phytase	2	
pfam02335	Cytochrome c552	1	
pfam02338	OTU-like cysteine protease	5	
pfam02342	TerD domain	7	
pfam02347	Glycine cleavage system P-protein	52	
pfam02348	Cytidylyltransferase	18	
pfam02350	UDP-N-acetylglucosamine 2-epimerase	6	
pfam02353	Mycolic acid cyclopropane synthetase	45	
pfam02355	Protein export membrane protein	52	
pfam02357	Transcription termination factor nusG	21	
pfam02358	Trehalose-phosphatase	14	
pfam02359	Cell division protein 48 (CDC48), N-terminal domain	5	
pfam02361	Cobalt transport protein	1	
pfam02367	Threonylcarbamoyl adenosine biosynthesis protein TsaE	29	
pfam02368	Bacterial Ig-like domain (group 2)	4	
pfam02369	Bacterial Ig-like domain (group 1)	1	
pfam02371	Transposase IS116/IS110/IS902 family	39	
pfam02374	Anion-transporting ATPase	2	
pfam02381	MraZ protein, putative antitoxin-like	14	
pfam02384	N-6 DNA Methylase	164	
pfam02386	Cation transport protein	40	
pfam02388	FemAB family	2	
pfam02390	Putative methyltransferase	21	
pfam02391	MoaE protein	21	
pfam02392	Ycf4	1	
pfam02397	Bacterial sugar transferase	14	
pfam02401	LytB protein	39	
pfam02403	Seryl-tRNA synthetase N-terminal domain	19	
pfam02405	Permease MlaE	19	
pfam02406	MmoB/DmpM family	1	
pfam02410	Ribosomal silencing factor during starvation	18	
pfam02412	Thrombospondin type 3 repeat	13	
pfam02415	Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat	2	
pfam02416	mttA/Hcf106 family	34	
pfam02417	Chromate transporter	10	
pfam02421	Ferrous iron transport protein B	5	
pfam02423	Ornithine cyclodeaminase/mu-crystallin family	15	
pfam02424	ApbE family	16	
pfam02427	Photosystem I reaction centre subunit IV / PsaE	1	
pfam02433	Cytochrome C oxidase, mono-heme subunit/FixO	13	
pfam02436	Conserved carboxylase domain	18	
pfam02441	Flavoprotein	33	
pfam02445	Quinolinate synthetase A protein	38	
pfam02446	4-alpha-glucanotransferase	1	
pfam02449	Beta-galactosidase	14	
pfam02452	PemK-like, MazF-like toxin of type II toxin-antitoxin system	7	
pfam02457	DisA bacterial checkpoint controller nucleotide-binding	3	
pfam02460	Patched family	1	
pfam02463	RecF/RecN/SMC N terminal domain	37	
pfam02464	Competence-damaged protein	19	
pfam02465	Flagellar hook-associated protein 2 N-terminus	1	
pfam02467	Transcription factor WhiB	1	
pfam02469	Fasciclin domain	3	
pfam02470	MlaD protein	12	
pfam02472	Biopolymer transport protein ExbD/TolR	42	
pfam02475	Met-10+ like-protein	3	
pfam02481	DNA recombination-mediator protein A	42	
pfam02482	Sigma 54 modulation protein / S30EA ribosomal protein	15	
pfam02485	Core-2/I-Branching enzyme	3	
pfam02491	SHS2 domain inserted in FTSA	21	
pfam02492	CobW/HypB/UreG, nucleotide-binding domain	28	
pfam02493	MORN repeat	14	
pfam02494	HYR domain	7	
pfam02498	BRO family, N-terminal domain	3	
pfam02501	Type II secretion system (T2SS), protein I	2	
pfam02502	Ribose/Galactose Isomerase	13	
pfam02503	Polyphosphate kinase middle domain	14	
pfam02504	Fatty acid synthesis protein	37	
pfam02507	Photosystem I reaction centre subunit III	1	
pfam02508	Rnf-Nqr subunit, membrane protein	32	
pfam02511	Thymidylate synthase complementing protein	25	
pfam02514	CobN/Magnesium Chelatase	19	
pfam02515	CoA-transferase family III	129	
pfam02516	Oligosaccharyl transferase STT3 subunit	2	
pfam02517	CAAX protease self-immunity	13	
pfam02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	185	
pfam02522	Aminoglycoside 3-N-acetyltransferase	1	
pfam02525	Flavodoxin-like fold	5	
pfam02527	rRNA small subunit methyltransferase G	13	
pfam02529	Cytochrome B6-F complex subunit 5	1	
pfam02531	PsaD	1	
pfam02532	Photosystem II reaction centre I protein (PSII 4.8 kDa protein)	1	
pfam02534	Type IV secretory system Conjugative DNA transfer	24	
pfam02535	ZIP Zinc transporter	3	
pfam02537	CrcB-like protein, Camphor Resistance (CrcB)	10	
pfam02538	Hydantoinase B/oxoprolinase	89	
pfam02540	NAD synthase	62	
pfam02541	Ppx/GppA phosphatase family	23	
pfam02542	YgbB family	25	
pfam02543	Carbamoyltransferase N-terminus	11	
pfam02545	Maf-like protein	26	
pfam02547	Queuosine biosynthesis protein	28	
pfam02548	Ketopantoate hydroxymethyltransferase	20	
pfam02550	Acetyl-CoA hydrolase/transferase N-terminal domain	1	
pfam02554	Carbon starvation protein CstA	3	
pfam02556	Preprotein translocase subunit SecB	18	
pfam02557	D-alanyl-D-alanine carboxypeptidase	5	
pfam02558	Ketopantoate reductase PanE/ApbA	10	
pfam02559	CarD-like/TRCF domain	31	
pfam02560	Cyanate lyase C-terminal domain	3	
pfam02562	PhoH-like protein	30	
pfam02563	Polysaccharide biosynthesis/export protein	3	
pfam02565	Recombination protein O C terminal	16	
pfam02566	OsmC-like protein	17	
pfam02567	Phenazine biosynthesis-like protein	4	
pfam02568	Thiamine biosynthesis protein (ThiI)	3	
pfam02569	Pantoate-beta-alanine ligase	32	
pfam02570	Precorrin-8X methylmutase	8	
pfam02571	Precorrin-6x reductase CbiJ/CobK	7	
pfam02572	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	16	
pfam02574	Homocysteine S-methyltransferase	39	
pfam02575	YbaB/EbfC DNA-binding family	12	
pfam02576	Putative ribosome maturation factor RimP	17	
pfam02577	Bifunctional nuclease	8	
pfam02578	Multi-copper polyphenol oxidoreductase laccase	20	
pfam02580	D-Tyr-tRNA(Tyr) deacylase	11	
pfam02581	Thiamine monophosphate synthase/TENI	34	
pfam02585	GlcNAc-PI de-N-acetylase	9	
pfam02586	SOS response associated peptidase (SRAP)	4	
pfam02588	Uncharacterised 5xTM membrane BCR, YitT family COG1284	1	
pfam02589	LUD domain	19	
pfam02590	Predicted SPOUT methyltransferase	9	
pfam02591	C4-type zinc ribbon domain	2	
pfam02592	Putative vitamin uptake transporter	14	
pfam02594	Uncharacterised ACR, YggU family COG1872	1	
pfam02595	Glycerate kinase family	16	
pfam02596	Uncharacterised ArCR, COG2043	3	
pfam02597	ThiS family	43	
pfam02598	Putative RNA methyltransferase	1	
pfam02599	Global regulator protein family	6	
pfam02600	Disulfide bond formation protein DsbB	20	
pfam02601	Exonuclease VII, large subunit	37	
pfam02602	Uroporphyrinogen-III synthase HemD	18	
pfam02603	HPr Serine kinase N terminus	4	
pfam02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	38	
pfam02605	Photosystem I reaction centre subunit XI	1	
pfam02606	Tetraacyldisaccharide-1-P 4'-kinase	30	
pfam02607	B12 binding domain	11	
pfam02608	ABC transporter substrate-binding protein PnrA-like	22	
pfam02609	Exonuclease VII small subunit	24	
pfam02613	Nitrate reductase delta subunit	3	
pfam02614	Glucuronate isomerase	3	
pfam02615	Malate/L-lactate dehydrogenase	22	
pfam02616	Segregation and condensation protein ScpA	18	
pfam02617	ATP-dependent Clp protease adaptor protein ClpS	14	
pfam02618	YceG-like family	33	
pfam02620	Uncharacterized ACR, COG1399	5	
pfam02621	Menaquinone biosynthesis	20	
pfam02622	Uncharacterized ACR, COG1678	14	
pfam02624	YcaO cyclodehydratase, ATP-ad Mg2+-binding	6	
pfam02625	XdhC and CoxI family	19	
pfam02626	Carboxyltransferase domain, subdomain A and B	11	
pfam02627	Carboxymuconolactone decarboxylase family	21	
pfam02628	Cytochrome oxidase assembly protein	36	
pfam02629	CoA binding domain	23	
pfam02630	SCO1/SenC	23	
pfam02631	RecX family	8	
pfam02632	BioY family	26	
pfam02633	Creatinine amidohydrolase	14	
pfam02634	FdhD/NarQ family	17	
pfam02635	DsrE/DsrF-like family	9	
pfam02636	Putative S-adenosyl-L-methionine-dependent methyltransferase	29	
pfam02637	GatB domain	31	
pfam02639	Uncharacterized BCR, YaiI/YqxD family COG1671	2	
pfam02641	Uncharacterized ACR, COG1993	1	
pfam02643	Uncharacterized ACR, COG1430	25	
pfam02645	Uncharacterised protein, DegV family COG1307	13	
pfam02646	RmuC family	48	
pfam02649	Type I GTP cyclohydrolase folE2	23	
pfam02652	L-lactate permease	1	
pfam02653	Branched-chain amino acid transport system / permease component	289	
pfam02654	Cobalamin-5-phosphate synthase	11	
pfam02657	Fe-S metabolism associated domain	11	
pfam02660	Glycerol-3-phosphate acyltransferase	18	
pfam02661	Fic/DOC family	126	
pfam02664	S-Ribosylhomocysteinase (LuxS)	1	
pfam02666	Phosphatidylserine decarboxylase	12	
pfam02667	Short chain fatty acid transporter	1	
pfam02668	Taurine catabolism dioxygenase TauD, TfdA family	48	
pfam02670	1-deoxy-D-xylulose 5-phosphate reductoisomerase	17	
pfam02672	CP12 domain	1	
pfam02673	Bacitracin resistance protein BacA	32	
pfam02674	Colicin V production protein	20	
pfam02675	S-adenosylmethionine decarboxylase	2	
pfam02677	Uncharacterized BCR, COG1636	5	
pfam02679	(2R)-phospho-3-sulfolactate synthase (ComA)	1	
pfam02681	Divergent PAP2 family	1	
pfam02682	Carboxyltransferase domain, subdomain C and D	12	
pfam02683	Cytochrome C biogenesis protein transmembrane region	19	
pfam02684	Lipid-A-disaccharide synthetase	19	
pfam02685	Glucokinase	4	
pfam02686	Glu-tRNAGln amidotransferase C subunit	21	
pfam02687	FtsX-like permease family	71	
pfam02689	Helicase	1	
pfam02690	Na+/Pi-cotransporter	3	
pfam02696	Uncharacterized ACR, YdiU/UPF0061 family	7	
pfam02698	DUF218 domain	4	
pfam02699	Preprotein translocase subunit	14	
pfam02700	Phosphoribosylformylglycinamidine (FGAM) synthase	10	
pfam02706	Chain length determinant protein	2	
pfam02719	Polysaccharide biosynthesis protein	9	
pfam02720	Domain of unknown function (DUF222)	2	
pfam02728	Copper amine oxidase, N3 domain	1	
pfam02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	64	
pfam02732	ERCC4 domain	3	
pfam02733	Dak1 domain	4	
pfam02734	DAK2 domain	11	
pfam02735	Ku70/Ku80 beta-barrel domain	1	
pfam02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	61	
pfam02738	Molybdopterin-binding domain of aldehyde dehydrogenase	133	
pfam02739	5'-3' exonuclease, N-terminal resolvase-like domain	27	
pfam02741	FTR, proximal lobe	2	
pfam02742	Iron dependent repressor, metal binding and dimerisation domain	9	
pfam02743	Cache domain	1	
pfam02744	Galactose-1-phosphate uridyl transferase, C-terminal domain	6	
pfam02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	69	
pfam02747	Proliferating cell nuclear antigen, C-terminal domain	2	
pfam02748	Aspartate carbamoyltransferase regulatory chain, metal binding domain	1	
pfam02749	Quinolinate phosphoribosyl transferase, N-terminal domain	20	
pfam02754	Cysteine-rich domain	39	
pfam02767	DNA polymerase III beta subunit, central domain	26	
pfam02768	DNA polymerase III beta subunit, C-terminal domain	29	
pfam02769	AIR synthase related protein, C-terminal domain	96	
pfam02770	Acyl-CoA dehydrogenase, middle domain	108	
pfam02771	Acyl-CoA dehydrogenase, N-terminal domain	117	
pfam02772	S-adenosylmethionine synthetase, central domain	26	
pfam02773	S-adenosylmethionine synthetase, C-terminal domain	33	
pfam02774	Semialdehyde dehydrogenase, dimerisation domain	50	
pfam02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	118	
pfam02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	116	
pfam02777	Iron/manganese superoxide dismutases, C-terminal domain	23	
pfam02778	tRNA intron endonuclease, N-terminal domain	3	
pfam02779	Transketolase, pyrimidine binding domain	116	
pfam02780	Transketolase, C-terminal domain	66	
pfam02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	33	
pfam02782	FGGY family of carbohydrate kinases, C-terminal domain	21	
pfam02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	44	
pfam02785	Biotin carboxylase C-terminal domain	59	
pfam02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	134	
pfam02787	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	32	
pfam02788	Ribulose bisphosphate carboxylase large chain, N-terminal domain	1	
pfam02789	Cytosol aminopeptidase family, N-terminal domain	14	
pfam02790	Cytochrome C oxidase subunit II, transmembrane domain	23	
pfam02794	RTX toxin acyltransferase family	4	
pfam02796	Helix-turn-helix domain of resolvase	2	
pfam02798	Glutathione S-transferase, N-terminal domain	31	
pfam02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	35	
pfam02801	Beta-ketoacyl synthase, C-terminal domain	37	
pfam02803	Thiolase, C-terminal domain	57	
pfam02805	Metal binding domain of Ada	4	
pfam02806	Alpha amylase, C-terminal all-beta domain	1	
pfam02810	SEC-C motif	15	
pfam02811	PHP domain	35	
pfam02812	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	25	
pfam02814	UreE urease accessory protein, N-terminal domain	3	
pfam02816	Alpha-kinase family	1	
pfam02817	e3 binding domain	37	
pfam02823	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	27	
pfam02824	TGS domain	39	
pfam02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	81	
pfam02833	DHHA2 domain	4	
pfam02834	LigT like Phosphoesterase	9	
pfam02836	Glycosyl hydrolases family 2, TIM barrel domain	6	
pfam02837	Glycosyl hydrolases family 2, sugar binding domain	1	
pfam02843	Phosphoribosylglycinamide synthetase, C domain	26	
pfam02844	Phosphoribosylglycinamide synthetase, N domain	22	
pfam02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	74	
pfam02861	Clp amino terminal domain, pathogenicity island component	38	
pfam02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	39	
pfam02867	Ribonucleotide reductase, barrel domain	90	
pfam02868	Thermolysin metallopeptidase, alpha-helical domain	1	
pfam02870	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain	3	
pfam02872	5'-nucleotidase, C-terminal domain	4	
pfam02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain	20	
pfam02874	ATP synthase alpha/beta family, beta-barrel domain	39	
pfam02875	Mur ligase family, glutamate ligase domain	80	
pfam02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	44	
pfam02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	48	
pfam02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	47	
pfam02881	SRP54-type protein, helical bundle domain	26	
pfam02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	38	
pfam02885	Glycosyl transferase family, helical bundle domain	25	
pfam02887	Pyruvate kinase, alpha/beta domain	15	
pfam02894	Oxidoreductase family, C-terminal alpha/beta domain	36	
pfam02896	PEP-utilising enzyme, TIM barrel domain	47	
pfam02897	Prolyl oligopeptidase, N-terminal beta-propeller domain	12	
pfam02899	Phage integrase, N-terminal SAM-like domain	39	
pfam02900	Catalytic LigB subunit of aromatic ring-opening dioxygenase	5	
pfam02902	Ulp1 protease family, C-terminal catalytic domain	2	
pfam02909	Tetracyclin repressor, C-terminal all-alpha domain	1	
pfam02910	Fumarate reductase flavoprotein C-term	46	
pfam02911	Formyl transferase, C-terminal domain	26	
pfam02912	Aminoacyl tRNA synthetase class II, N-terminal domain	20	
pfam02913	FAD linked oxidases, C-terminal domain	64	
pfam02915	Rubrerythrin	5	
pfam02919	Eukaryotic DNA topoisomerase I, DNA binding fragment	3	
pfam02922	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	1	
pfam02926	THUMP domain	2	
pfam02933	Cell division protein 48 (CDC48), domain 2	5	
pfam02934	GatB/GatE catalytic domain	55	
pfam02938	GAD domain	10	
pfam02941	Ferredoxin thioredoxin reductase variable alpha chain	1	
pfam02943	Ferredoxin thioredoxin reductase catalytic beta chain	1	
pfam02945	Recombination endonuclease VII	5	
pfam02951	Prokaryotic glutathione synthetase, N-terminal domain	15	
pfam02954	Bacterial regulatory protein, Fis family	45	
pfam02955	Prokaryotic glutathione synthetase, ATP-grasp domain	23	
pfam02958	Ecdysteroid kinase	2	
pfam02962	5-carboxymethyl-2-hydroxymuconate isomerase	2	
pfam02963	Restriction endonuclease EcoRI	3	
pfam02965	Vitamin B12 dependent methionine synthase, activation domain	14	
pfam02975	Methylamine dehydrogenase, L chain	2	
pfam02976	DNA mismatch repair enzyme MutH	2	
pfam02978	Signal peptide binding domain	18	
pfam02979	Nitrile hydratase, alpha chain	10	
pfam02980	Restriction endonuclease FokI, catalytic domain	1	
pfam02981	Restriction endonuclease FokI, recognition domain	1	
pfam02992	Transposase family tnp2	1	
pfam02996	Prefoldin subunit	2	
pfam03006	Haemolysin-III related	1	
pfam03007	Wax ester synthase-like Acyl-CoA acyltransferase domain	4	
pfam03008	Archaea bacterial proteins of unknown function	1	
pfam03009	Glycerophosphoryl diester phosphodiesterase family	12	
pfam03016	Exostosin family	1	
pfam03023	MviN-like protein	31	
pfam03029	Conserved hypothetical ATP binding protein	2	
pfam03030	Inorganic H+ pyrophosphatase	61	
pfam03033	Glycosyltransferase family 28 N-terminal domain	21	
pfam03036	Perilipin family	1	
pfam03040	CemA family	1	
pfam03050	Transposase IS66 family	32	
pfam03054	tRNA methyl transferase	48	
pfam03055	Retinal pigment epithelial membrane protein	6	
pfam03060	Nitronate monooxygenase	6	
pfam03061	Thioesterase superfamily	32	
pfam03062	MBOAT, membrane-bound O-acyltransferase family	1	
pfam03065	Glycosyl hydrolase family 57	6	
pfam03069	Acetamidase/Formamidase family	5	
pfam03070	TENA/THI-4/PQQC family	6	
pfam03083	Sugar efflux transporter for intercellular exchange	1	
pfam03088	Strictosidine synthase	1	
pfam03090	Replicase family	2	
pfam03091	CutA1 divalent ion tolerance protein	15	
pfam03099	Biotin/lipoate A/B protein ligase family	34	
pfam03100	CcmE	23	
pfam03102	NeuB family	3	
pfam03104	DNA polymerase family B, exonuclease domain	3	
pfam03109	ABC1 family	18	
pfam03116	NQR2, RnfD, RnfE family	12	
pfam03118	Bacterial RNA polymerase, alpha chain C terminal domain	26	
pfam03119	NAD-dependent DNA ligase C4 zinc finger domain	10	
pfam03120	NAD-dependent DNA ligase OB-fold domain	22	
pfam03129	Anticodon binding domain	102	
pfam03130	PBS lyase HEAT-like repeat	3	
pfam03135	CagE, TrbE, VirB family, component of type IV transporter system	5	
pfam03136	Pup-ligase protein	2	
pfam03143	Elongation factor Tu C-terminal domain	43	
pfam03144	Elongation factor Tu domain 2	92	
pfam03147	Ferredoxin-fold anticodon binding domain	21	
pfam03150	Di-haem cytochrome c peroxidase	5	
pfam03160	Calx-beta domain	621	
pfam03162	Tyrosine phosphatase family	1	
pfam03167	Uracil DNA glycosylase superfamily	46	
pfam03169	OPT oligopeptide transporter protein	1	
pfam03171	2OG-Fe(II) oxygenase superfamily	2	
pfam03176	MMPL family	32	
pfam03184	DDE superfamily endonuclease	4	
pfam03186	CobD/Cbib protein	11	
pfam03188	Eukaryotic cytochrome b561	1	
pfam03190	Protein of unknown function, DUF255	27	
pfam03193	Protein of unknown function, DUF258	7	
pfam03203	MerC mercury resistance protein	7	
pfam03205	Molybdopterin guanine dinucleotide synthesis protein B	11	
pfam03209	PUCC protein	3	
pfam03219	TLC ATP/ADP transporter	1	
pfam03221	Tc5 transposase DNA-binding domain	2	
pfam03223	V-ATPase subunit C	1	
pfam03232	Ubiquinone biosynthesis protein COQ7	10	
pfam03235	Protein of unknown function DUF262	82	
pfam03237	Terminase-like family	7	
pfam03241	4-hydroxyphenylacetate 3-hydroxylase C terminal	5	
pfam03255	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit	21	
pfam03264	NapC/NirT cytochrome c family, N-terminal region	7	
pfam03279	Bacterial lipid A biosynthesis acyltransferase	26	
pfam03288	Poxvirus D5 protein-like	2	
pfam03297	S25 ribosomal protein	1	
pfam03301	Tryptophan 2,3-dioxygenase	1	
pfam03308	ArgK protein	18	
pfam03309	Type III pantothenate kinase	18	
pfam03313	Serine dehydratase alpha chain	16	
pfam03315	Serine dehydratase beta chain	7	
pfam03319	Ethanolamine utilisation protein EutN/carboxysome	5	
pfam03320	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	12	
pfam03321	GH3 auxin-responsive promoter	4	
pfam03328	HpcH/HpaI aldolase/citrate lyase family	53	
pfam03330	Lytic transglycolase	10	
pfam03331	UDP-3-O-acyl N-acetylglycosamine deacetylase	19	
pfam03334	Na+/H+ antiporter subunit	1	
pfam03343	SART-1 family	1	
pfam03349	Outer membrane protein transport protein (OMPP1/FadL/TodX)	1	
pfam03351	DOMON domain	1	
pfam03352	Methyladenine glycosylase	24	
pfam03354	Phage Terminase	5	
pfam03357	Snf7	2	
pfam03358	NADPH-dependent FMN reductase	19	
pfam03364	Polyketide cyclase / dehydrase and lipid transport	11	
pfam03372	Endonuclease/Exonuclease/phosphatase family	52	
pfam03379	CcmB protein	28	
pfam03382	Mycoplasma protein of unknown function, DUF285	11	
pfam03389	MobA/MobL family	8	
pfam03400	IS1 transposase	1	
pfam03401	Tripartite tricarboxylate transporter family receptor	22	
pfam03403	Platelet-activating factor acetylhydrolase, isoform II	1	
pfam03404	Mo-co oxidoreductase dimerisation domain	7	
pfam03405	Fatty acid desaturase	1	
pfam03411	Penicillin-insensitive murein endopeptidase	1	
pfam03412	Peptidase C39 family	14	
pfam03428	Replication protein C N-terminal domain	2	
pfam03435	Saccharopine dehydrogenase NADP binding domain	1	
pfam03437	BtpA family	2	
pfam03439	Early transcription elongation factor of RNA pol II, NGN section	3	
pfam03441	FAD binding domain of DNA photolyase	15	
pfam03444	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	1	
pfam03445	Putative nucleotidyltransferase DUF294	5	
pfam03446	NAD binding domain of 6-phosphogluconate dehydrogenase	65	
pfam03447	Homoserine dehydrogenase, NAD binding domain	22	
pfam03448	MgtE intracellular N domain	20	
pfam03449	Transcription elongation factor, N-terminal	20	
pfam03450	CO dehydrogenase flavoprotein C-terminal domain	26	
pfam03453	MoeA N-terminal region (domain I and II)	27	
pfam03454	MoeA C-terminal region (domain IV)	17	
pfam03458	UPF0126 domain	3	
pfam03459	TOBE domain	9	
pfam03460	Nitrite/Sulfite reductase ferredoxin-like half domain	18	
pfam03461	TRCF domain	24	
pfam03462	PCRF domain	69	
pfam03463	eRF1 domain 1	3	
pfam03464	eRF1 domain 2	1	
pfam03465	eRF1 domain 3	4	
pfam03466	LysR substrate binding domain	53	
pfam03471	Transporter associated domain	37	
pfam03472	Autoinducer binding domain	1	
pfam03473	MOSC domain	7	
pfam03476	MOSC N-terminal beta barrel domain	5	
pfam03477	ATP cone domain	36	
pfam03480	Bacterial extracellular solute-binding protein, family 7	150	
pfam03481	Putative GTP-binding controlling metal-binding	8	
pfam03483	B3/4 domain	32	
pfam03484	tRNA synthetase B5 domain	29	
pfam03485	Arginyl tRNA synthetase N terminal domain	27	
pfam03524	Conjugal transfer protein	3	
pfam03544	Gram-negative bacterial TonB protein C-terminal	21	
pfam03547	Membrane transport protein	13	
pfam03548	Outer membrane lipoprotein carrier protein LolA	14	
pfam03550	Outer membrane lipoprotein LolB	4	
pfam03551	Transcriptional regulator PadR-like family	3	
pfam03553	Na+/H+ antiporter family	11	
pfam03561	Allantoicase repeat	5	
pfam03562	MltA specific insert domain	11	
pfam03564	Protein of unknown function (DUF1759)	6	
pfam03567	Sulfotransferase family	4	
pfam03572	Peptidase family S41	49	
pfam03576	Peptidase family S58	7	
pfam03577	Peptidase family C69	1	
pfam03587	EMG1/NEP1 methyltransferase	2	
pfam03588	Leucyl/phenylalanyl-tRNA protein transferase	12	
pfam03591	AzlC protein	11	
pfam03592	Terminase small subunit	1	
pfam03597	Cytochrome oxidase maturation protein cbb3-type	1	
pfam03600	Citrate transporter	13	
pfam03601	Conserved hypothetical protein 698	2	
pfam03602	Conserved hypothetical protein 95	34	
pfam03603	DNA polymerase III psi subunit	1	
pfam03606	C4-dicarboxylate anaerobic carrier	1	
