Pfam ID	Pfam Name	Gene Count (assembled)	
pfam01345	Domain of unknown function DUF11	12	
pfam01348	Type II intron maturase	6	
pfam01351	Ribonuclease HII	7	
pfam01361	Tautomerase enzyme	1	
pfam01367	5'-3' exonuclease, C-terminal SAM fold	6	
pfam01368	DHH family	31	
pfam01370	NAD dependent epimerase/dehydratase family	36	
pfam01371	Trp repressor protein	2	
pfam01379	Porphobilinogen deaminase, dipyromethane cofactor binding domain	6	
pfam01380	SIS domain	36	
pfam01381	Helix-turn-helix	138	
pfam01384	Phosphate transporter family	1	
pfam01385	Probable transposase	40	
pfam01386	Ribosomal L25p family	2	
pfam01391	Collagen triple helix repeat (20 copies)	2	
pfam01396	Topoisomerase DNA binding C4 zinc finger	5	
pfam01402	Ribbon-helix-helix protein, copG family	21	
pfam01406	tRNA synthetases class I (C) catalytic domain	9	
pfam01408	Oxidoreductase family, NAD-binding Rossmann fold	27	
pfam01409	tRNA synthetases class II core domain (F)	5	
pfam01411	tRNA synthetases class II (A)	13	
pfam01416	tRNA pseudouridine synthase	15	
pfam01418	Helix-turn-helix domain, rpiR family	16	
pfam01420	Type I restriction modification DNA specificity domain	28	
pfam01423	LSM domain	1	
pfam01424	R3H domain	13	
pfam01425	Amidase	12	
pfam01430	Hsp33 protein	6	
pfam01432	Peptidase family M3	4	
pfam01433	Peptidase family M1	1	
pfam01434	Peptidase family M41	17	
pfam01435	Peptidase family M48	3	
pfam01443	Viral (Superfamily 1) RNA helicase	1	
pfam01450	Acetohydroxy acid isomeroreductase, catalytic domain	4	
pfam01451	Low molecular weight phosphotyrosine protein phosphatase	12	
pfam01455	HupF/HypC family	4	
pfam01458	Uncharacterized protein family (UPF0051)	7	
pfam01464	Transglycosylase SLT domain	2	
pfam01467	Cytidylyltransferase-like	15	
pfam01471	Putative peptidoglycan binding domain	12	
pfam01472	PUA domain	4	
pfam01473	Putative cell wall binding repeat	6	
pfam01475	Ferric uptake regulator family	3	
pfam01476	LysM domain	13	
pfam01478	Type IV leader peptidase family	9	
pfam01479	S4 domain	26	
pfam01487	Type I 3-dehydroquinase	5	
pfam01488	Shikimate / quinate 5-dehydrogenase	10	
pfam01493	GXGXG motif	7	
pfam01496	V-type ATPase 116kDa subunit family	14	
pfam01497	Periplasmic binding protein	9	
pfam01501	Glycosyl transferase family 8	2	
pfam01502	Phosphoribosyl-AMP cyclohydrolase	11	
pfam01503	Phosphoribosyl-ATP pyrophosphohydrolase	9	
pfam01507	Phosphoadenosine phosphosulfate reductase family	11	
pfam01509	TruB family pseudouridylate synthase (N terminal domain)	6	
pfam01510	N-acetylmuramoyl-L-alanine amidase	9	
pfam01512	Respiratory-chain NADH dehydrogenase 51 Kd subunit	10	
pfam01513	ATP-NAD kinase	12	
pfam01515	Phosphate acetyl/butaryl transferase	4	
pfam01520	N-acetylmuramoyl-L-alanine amidase	17	
pfam01522	Polysaccharide deacetylase	16	
pfam01523	Putative modulator of DNA gyrase	3	
pfam01527	Transposase	14	
pfam01541	GIY-YIG catalytic domain	10	
pfam01544	CorA-like Mg2+ transporter protein	1	
pfam01545	Cation efflux family	13	
pfam01546	Peptidase family M20/M25/M40	39	
pfam01547	Bacterial extracellular solute-binding protein	30	
pfam01548	Transposase	32	
pfam01551	Peptidase family M23	15	
pfam01553	Acyltransferase	8	
pfam01554	MatE	115	
pfam01555	DNA methylase	18	
pfam01556	DnaJ C terminal domain	8	
pfam01558	Pyruvate ferredoxin/flavodoxin oxidoreductase	14	
pfam01564	Spermine/spermidine synthase	2	
pfam01565	FAD binding domain	12	
pfam01566	Natural resistance-associated macrophage protein	3	
pfam01568	Molydopterin dinucleotide binding domain	9	
pfam01569	PAP2 superfamily	12	
pfam01578	Cytochrome C assembly protein	1	
pfam01580	FtsK/SpoIIIE family	20	
pfam01583	Adenylylsulphate kinase	1	
pfam01584	CheW-like domain	1	
pfam01588	Putative tRNA binding domain	30	
pfam01592	NifU-like N terminal domain	10	
pfam01594	AI-2E family transporter	17	
pfam01595	Domain of unknown function DUF21	10	
pfam01596	O-methyltransferase	10	
pfam01597	Glycine cleavage H-protein	1	
pfam01599	Ribosomal protein S27a	1	
pfam01609	Transposase DDE domain	17	
pfam01610	Transposase	13	
pfam01613	Flavin reductase like domain	11	
pfam01614	Bacterial transcriptional regulator	1	
pfam01618	MotA/TolQ/ExbB proton channel family	2	
pfam01624	MutS domain I	7	
pfam01625	Peptide methionine sulfoxide reductase	3	
pfam01627	Hpt domain	6	
pfam01628	HrcA protein C terminal domain	5	
pfam01632	Ribosomal protein L35	3	
pfam01633	Choline/ethanolamine kinase	1	
pfam01634	ATP phosphoribosyltransferase	6	
pfam01636	Phosphotransferase enzyme family	7	
pfam01637	ATPase domain predominantly from Archaea	7	
pfam01638	HxlR-like helix-turn-helix	6	
pfam01641	SelR domain	3	
pfam01642	Methylmalonyl-CoA mutase	1	
pfam01643	Acyl-ACP thioesterase	1	
pfam01645	Conserved region in glutamate synthase	9	
pfam01648	4'-phosphopantetheinyl transferase superfamily	9	
pfam01649	Ribosomal protein S20	2	
pfam01653	NAD-dependent DNA ligase adenylation domain	11	
pfam01655	Ribosomal protein L32	1	
pfam01656	CobQ/CobB/MinD/ParA nucleotide binding domain	61	
pfam01658	Myo-inositol-1-phosphate synthase	1	
pfam01661	Macro domain	6	
pfam01663	Type I phosphodiesterase / nucleotide pyrophosphatase	2	
pfam01667	Ribosomal protein S27	1	
pfam01676	Metalloenzyme superfamily	8	
pfam01678	Diaminopimelate epimerase	10	
pfam01680	SOR/SNZ family	5	
pfam01687	Riboflavin kinase	6	
pfam01693	Caulimovirus viroplasmin	3	
pfam01694	Rhomboid family	9	
pfam01695	IstB-like ATP binding protein	45	
pfam01699	Sodium/calcium exchanger protein	4	
pfam01702	Queuine tRNA-ribosyltransferase	4	
pfam01704	UTP--glucose-1-phosphate uridylyltransferase	2	
pfam01709	Transcriptional regulator	4	
pfam01713	Smr domain	12	
pfam01715	IPP transferase	7	
pfam01717	Cobalamin-independent synthase, Catalytic domain	10	
pfam01725	Ham1 family	4	
pfam01726	LexA DNA binding domain	3	
pfam01728	FtsJ-like methyltransferase	11	
pfam01729	Quinolinate phosphoribosyl transferase, C-terminal domain	7	
pfam01734	Patatin-like phospholipase	8	
pfam01740	STAS domain	10	
pfam01741	Large-conductance mechanosensitive channel, MscL	2	
pfam01743	Poly A polymerase head domain	6	
pfam01745	Isopentenyl transferase	3	
pfam01746	tRNA (Guanine-1)-methyltransferase	5	
pfam01750	Hydrogenase maturation protease	1	
pfam01751	Toprim domain	39	
pfam01757	Acyltransferase family	25	
pfam01758	Sodium Bile acid symporter family	3	
pfam01761	3-dehydroquinate synthase	7	
pfam01765	Ribosome recycling factor	3	
pfam01769	Divalent cation transporter	4	
pfam01775	Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A	1	
pfam01780	Ribosomal L37ae protein family	1	
pfam01782	RimM N-terminal domain	4	
pfam01784	NIF3 (NGG1p interacting factor 3)	6	
pfam01790	Prolipoprotein diacylglyceryl transferase	10	
pfam01791	DeoC/LacD family aldolase	16	
pfam01795	MraW methylase family	11	
pfam01796	DUF35 OB-fold domain, acyl-CoA-associated	1	
pfam01797	Transposase IS200 like	23	
pfam01798	snoRNA binding domain, fibrillarin	1	
pfam01799	[2Fe-2S] binding domain	5	
pfam01807	CHC2 zinc finger	17	
pfam01808	AICARFT/IMPCHase bienzyme	13	
pfam01809	Haemolytic domain	3	
pfam01812	5-formyltetrahydrofolate cyclo-ligase family	5	
pfam01813	ATP synthase subunit D	14	
pfam01814	Hemerythrin HHE cation binding domain	3	
pfam01815	Rop protein	1	
pfam01817	Chorismate mutase type II	6	
pfam01820	D-ala D-ala ligase N-terminus	11	
pfam01832	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	7	
pfam01837	Homocysteine biosynthesis enzyme, sulfur-incorporation	1	
pfam01841	Transglutaminase-like superfamily	24	
pfam01842	ACT domain	23	
pfam01844	HNH endonuclease	11	
pfam01849	NAC domain	1	
pfam01850	PIN domain	1	
pfam01855	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg	16	
pfam01863	Protein of unknown function DUF45	2	
pfam01864	CDP-archaeol synthase	1	
pfam01865	Protein of unknown function DUF47	2	
pfam01866	Putative diphthamide synthesis protein	1	
pfam01867	CRISPR associated protein Cas1	7	
pfam01868	Domain of unknown function UPF0086	1	
pfam01869	BadF/BadG/BcrA/BcrD ATPase family	19	
pfam01870	Archaeal holliday junction resolvase (hjc)	1	
pfam01871	AMMECR1	1	
pfam01872	RibD C-terminal domain	9	
pfam01873	Domain found in IF2B/IF5	1	
pfam01874	ATP:dephospho-CoA triphosphoribosyl transferase	1	
pfam01875	Memo-like protein	2	
pfam01876	RNase P subunit p30	1	
pfam01880	Desulfoferrodoxin	6	
pfam01881	CRISPR associated protein Cas6	2	
pfam01882	Protein of unknown function DUF58	6	
pfam01883	Domain of unknown function DUF59	1	
pfam01884	PcrB family	1	
pfam01888	CbiD	6	
pfam01890	Cobalamin synthesis G C-terminus	7	
pfam01891	Cobalt uptake substrate-specific transmembrane region	5	
pfam01893	Uncharacterised protein family UPF0058	1	
pfam01894	Uncharacterised protein family UPF0047	5	
pfam01895	PhoU domain	19	
pfam01896	DNA primase small subunit	1	
pfam01899	Na+/H+ ion antiporter subunit	1	
pfam01900	Rpp14/Pop5 family	1	
pfam01901	Putative O-antigen polymerase	1	
pfam01902	Diphthamide synthase	1	
pfam01903	CbiX	2	
pfam01905	CRISPR-associated negative auto-regulator DevR/Csa2	3	
pfam01906	Putative heavy-metal-binding	3	
pfam01909	Nucleotidyltransferase domain	12	
pfam01910	Thiamine-binding protein	2	
pfam01912	eIF-6 family	1	
pfam01913	Formylmethanofuran-tetrahydromethanopterin formyltransferase	1	
pfam01915	Glycosyl hydrolase family 3 C-terminal domain	27	
pfam01916	Deoxyhypusine synthase	1	
pfam01920	Prefoldin subunit	1	
pfam01921	tRNA synthetases class I (K)	3	
pfam01922	SRP19 protein	1	
pfam01923	Cobalamin adenosyltransferase	2	
pfam01924	Hydrogenase formation hypA family	6	
pfam01925	Sulfite exporter TauE/SafE	8	
pfam01926	50S ribosome-binding GTPase	47	
pfam01928	CYTH domain	4	
pfam01930	Domain of unknown function DUF83	3	
pfam01933	Uncharacterised protein family UPF0052	2	
pfam01934	Protein of unknown function DUF86	2	
pfam01935	Domain of unknown function DUF87	1	
pfam01936	NYN domain	6	
pfam01937	Protein of unknown function DUF89	3	
pfam01938	TRAM domain	12	
pfam01939	Protein of unknown function DUF91	2	
pfam01940	Integral membrane protein DUF92	1	
pfam01941	S-adenosylmethionine synthetase (AdoMet synthetase)	2	
pfam01943	Polysaccharide biosynthesis protein	32	
pfam01944	Stage II sporulation protein M	2	
pfam01946	Thi4 family	2	
pfam01948	Aspartate carbamoyltransferase regulatory chain, allosteric domain	1	
pfam01951	Archease protein family (MTH1598/TM1083)	1	
pfam01955	Adenosylcobinamide amidohydrolase	2	
pfam01956	Integral membrane protein DUF106	1	
pfam01957	NfeD-like C-terminal, partner-binding	7	
pfam01958	Domain of unknown function DUF108	1	
pfam01960	ArgJ family	12	
pfam01963	TraB family	1	
pfam01964	Radical SAM ThiC family	8	
pfam01965	DJ-1/PfpI family	5	
pfam01966	HD domain	50	
pfam01967	MoaC family	8	
pfam01968	Hydantoinase/oxoprolinase	3	
pfam01969	Protein of unknown function DUF111	6	
pfam01970	Tripartite tricarboxylate transporter TctA family	3	
pfam01973	Protein of unknown function DUF115	1	
pfam01976	Protein of unknown function DUF116	1	
pfam01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	3	
pfam01978	Sugar-specific transcriptional regulator TrmB	4	
pfam01979	Amidohydrolase family	33	
pfam01980	Uncharacterised protein family UPF0066	2	
pfam01981	Peptidyl-tRNA hydrolase PTH2	1	
pfam01983	Guanylyl transferase CofC like	1	
pfam01984	Double-stranded DNA-binding domain	1	
pfam01985	CRS1 / YhbY (CRM) domain	4	
pfam01986	Domain of unknown function DUF123	1	
pfam01987	Mitochondrial biogenesis AIM24	7	
pfam01990	ATP synthase (F/14-kDa) subunit	9	
pfam01991	ATP synthase (E/31 kDa) subunit	7	
pfam01992	ATP synthase (C/AC39) subunit	12	
pfam01993	methylene-5,6,7,8-tetrahydromethanopterin dehydrogenase	1	
pfam01994	tRNA ribose 2'-O-methyltransferase, aTrm56	1	
pfam01995	Domain of unknown function DUF128	1	
pfam01996	F420-0:Gamma-glutamyl ligase	2	
pfam02001	Protein of unknown function DUF134	4	
pfam02002	TFIIE alpha subunit	1	
pfam02005	N2,N2-dimethylguanosine tRNA methyltransferase	1	
pfam02006	Protein of unknown function DUF137	1	
pfam02007	Tetrahydromethanopterin S-methyltransferase MtrH subunit	3	
pfam02016	LD-carboxypeptidase	5	
pfam02018	Carbohydrate binding domain	3	
pfam02021	Uncharacterised protein family UPF0102	7	
pfam02026	RyR domain	1	
pfam02028	BCCT, betaine/carnitine/choline family transporter	1	
pfam02033	Ribosome-binding factor A	7	
pfam02037	SAP domain	1	
pfam02055	Glycosyl hydrolase family 30 TIM-barrel domain	1	
pfam02056	Family 4 glycosyl hydrolase	6	
pfam02065	Melibiase	12	
pfam02073	Thermophilic metalloprotease (M29)	3	
pfam02074	Carboxypeptidase Taq (M32) metallopeptidase	1	
pfam02075	Crossover junction endodeoxyribonuclease RuvC	2	
pfam02080	TrkA-C domain	15	
pfam02082	Transcriptional regulator	15	
pfam02086	D12 class N6 adenine-specific DNA methyltransferase	5	
pfam02091	Glycyl-tRNA synthetase alpha subunit	2	
pfam02092	Glycyl-tRNA synthetase beta subunit	3	
pfam02096	60Kd inner membrane protein	10	
pfam02110	Hydroxyethylthiazole kinase family	6	
pfam02126	Phosphotriesterase family	1	
pfam02127	Aminopeptidase I zinc metalloprotease (M18)	15	
pfam02129	X-Pro dipeptidyl-peptidase (S15 family)	3	
pfam02130	Uncharacterized protein family UPF0054	5	
pfam02132	RecR protein	5	
pfam02133	Permease for cytosine/purines, uracil, thiamine, allantoin	2	
pfam02142	MGS-like domain	14	
pfam02146	Sir2 family	5	
pfam02150	RNA polymerases M/15 Kd subunit	1	
pfam02151	UvrB/uvrC motif	14	
pfam02152	Dihydroneopterin aldolase	7	
pfam02153	Prephenate dehydrogenase	10	
pfam02156	Glycosyl hydrolase family 26	1	
pfam02163	Peptidase family M50	18	
pfam02190	ATP-dependent protease La (LON) substrate-binding domain	9	
pfam02195	ParB-like nuclease domain	46	
pfam02219	Methylenetetrahydrofolate reductase	10	
pfam02223	Thymidylate kinase	8	
pfam02224	Cytidylate kinase	4	
pfam02229	Transcriptional Coactivator p15 (PC4)	2	
pfam02230	Phospholipase/Carboxylesterase	1	
pfam02237	Biotin protein ligase C terminal domain	4	
pfam02241	Methyl-coenzyme M reductase beta subunit, C-terminal domain	1	
pfam02249	Methyl-coenzyme M reductase alpha subunit, C-terminal domain	1	
pfam02254	TrkA-N domain	17	
pfam02255	PTS system, Lactose/Cellobiose specific IIA subunit	3	
pfam02256	Iron hydrogenase small subunit	4	
pfam02261	Aspartate decarboxylase	3	
pfam02272	DHHA1 domain	28	
pfam02274	Amidinotransferase	1	
pfam02275	Linear amide C-N hydrolases, choloylglycine hydrolase family	10	
pfam02277	Phosphoribosyltransferase	6	
pfam02283	Cobinamide kinase / cobinamide phosphate guanyltransferase	8	
pfam02286	Dehydratase large subunit	1	
pfam02287	Dehydratase small subunit	1	
pfam02288	Dehydratase medium subunit	2	
pfam02293	AmiS/UreI family transporter	1	
pfam02302	PTS system, Lactose/Cellobiose specific IIB subunit	15	
pfam02308	MgtC family	2	
pfam02310	B12 binding domain	17	
pfam02311	AraC-like ligand binding domain	42	
pfam02317	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain	2	
pfam02325	YGGT family	1	
pfam02333	Phytase	1	
pfam02342	TerD domain	3	
pfam02348	Cytidylyltransferase	3	
pfam02350	UDP-N-acetylglucosamine 2-epimerase	8	
pfam02353	Mycolic acid cyclopropane synthetase	2	
pfam02355	Protein export membrane protein	6	
pfam02357	Transcription termination factor nusG	2	
pfam02359	Cell division protein 48 (CDC48), N-terminal domain	1	
pfam02361	Cobalt transport protein	22	
pfam02366	Dolichyl-phosphate-mannose-protein mannosyltransferase	1	
pfam02367	Threonylcarbamoyl adenosine biosynthesis protein TsaE	4	
pfam02368	Bacterial Ig-like domain (group 2)	39	
pfam02369	Bacterial Ig-like domain (group 1)	1	
pfam02371	Transposase IS116/IS110/IS902 family	32	
pfam02374	Anion-transporting ATPase	1	
pfam02378	Phosphotransferase system, EIIC	36	
pfam02381	MraZ protein, putative antitoxin-like	6	
pfam02384	N-6 DNA Methylase	19	
pfam02386	Cation transport protein	17	
pfam02388	FemAB family	1	
pfam02390	Putative methyltransferase	3	
pfam02391	MoaE protein	1	
pfam02397	Bacterial sugar transferase	21	
pfam02401	LytB protein	4	
pfam02403	Seryl-tRNA synthetase N-terminal domain	8	
pfam02407	Putative viral replication protein	2	
pfam02410	Ribosomal silencing factor during starvation	3	
pfam02415	Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat	1	
pfam02417	Chromate transporter	4	
pfam02421	Ferrous iron transport protein B	13	
pfam02423	Ornithine cyclodeaminase/mu-crystallin family	1	
pfam02424	ApbE family	8	
pfam02436	Conserved carboxylase domain	10	
pfam02441	Flavoprotein	8	
pfam02445	Quinolinate synthetase A protein	9	
pfam02446	4-alpha-glucanotransferase	17	
pfam02447	GntP family permease	3	
pfam02449	Beta-galactosidase	9	
pfam02452	PemK-like, MazF-like toxin of type II toxin-antitoxin system	11	
pfam02457	DisA bacterial checkpoint controller nucleotide-binding	4	
pfam02463	RecF/RecN/SMC N terminal domain	25	
pfam02464	Competence-damaged protein	4	
pfam02475	Met-10+ like-protein	2	
pfam02481	DNA recombination-mediator protein A	4	
pfam02482	Sigma 54 modulation protein / S30EA ribosomal protein	2	
pfam02485	Core-2/I-Branching enzyme	1	
pfam02486	Replication initiation factor	7	
pfam02492	CobW/HypB/UreG, nucleotide-binding domain	15	
pfam02493	MORN repeat	1	
pfam02498	BRO family, N-terminal domain	3	
pfam02502	Ribose/Galactose Isomerase	12	
pfam02503	Polyphosphate kinase middle domain	15	
pfam02504	Fatty acid synthesis protein	10	
pfam02508	Rnf-Nqr subunit, membrane protein	9	
pfam02511	Thymidylate synthase complementing protein	4	
pfam02514	CobN/Magnesium Chelatase	3	
pfam02515	CoA-transferase family III	2	
pfam02516	Oligosaccharyl transferase STT3 subunit	2	
pfam02517	CAAX protease self-immunity	14	
pfam02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	211	
pfam02522	Aminoglycoside 3-N-acetyltransferase	1	
pfam02525	Flavodoxin-like fold	2	
pfam02527	rRNA small subunit methyltransferase G	12	
pfam02534	Type IV secretory system Conjugative DNA transfer	31	
pfam02535	ZIP Zinc transporter	2	
pfam02537	CrcB-like protein, Camphor Resistance (CrcB)	4	
pfam02540	NAD synthase	18	
pfam02541	Ppx/GppA phosphatase family	6	
pfam02542	YgbB family	8	
pfam02545	Maf-like protein	7	
pfam02547	Queuosine biosynthesis protein	9	
pfam02548	Ketopantoate hydroxymethyltransferase	3	
pfam02553	Cobalt transport protein component CbiN	1	
pfam02554	Carbon starvation protein CstA	7	
pfam02556	Preprotein translocase subunit SecB	1	
pfam02557	D-alanyl-D-alanine carboxypeptidase	1	
pfam02558	Ketopantoate reductase PanE/ApbA	6	
pfam02559	CarD-like/TRCF domain	8	
pfam02561	Flagellar protein FliS	1	
pfam02562	PhoH-like protein	8	
pfam02565	Recombination protein O C terminal	4	
pfam02568	Thiamine biosynthesis protein (ThiI)	6	
pfam02569	Pantoate-beta-alanine ligase	5	
pfam02570	Precorrin-8X methylmutase	5	
pfam02571	Precorrin-6x reductase CbiJ/CobK	7	
pfam02572	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	2	
pfam02574	Homocysteine S-methyltransferase	11	
pfam02575	YbaB/EbfC DNA-binding family	4	
pfam02576	Putative ribosome maturation factor RimP	1	
pfam02577	Bifunctional nuclease	4	
pfam02578	Multi-copper polyphenol oxidoreductase laccase	5	
pfam02579	Dinitrogenase iron-molybdenum cofactor	4	
pfam02580	D-Tyr-tRNA(Tyr) deacylase	7	
pfam02581	Thiamine monophosphate synthase/TENI	8	
pfam02583	Metal-sensitive transcriptional repressor	11	
pfam02585	GlcNAc-PI de-N-acetylase	2	
pfam02586	SOS response associated peptidase (SRAP)	2	
pfam02588	Uncharacterised 5xTM membrane BCR, YitT family COG1284	19	
pfam02589	LUD domain	7	
pfam02590	Predicted SPOUT methyltransferase	6	
pfam02591	C4-type zinc ribbon domain	1	
pfam02592	Putative vitamin uptake transporter	2	
pfam02594	Uncharacterised ACR, YggU family COG1872	1	
pfam02595	Glycerate kinase family	6	
pfam02596	Uncharacterised ArCR, COG2043	1	
pfam02597	ThiS family	9	
pfam02601	Exonuclease VII, large subunit	8	
pfam02602	Uroporphyrinogen-III synthase HemD	9	
pfam02603	HPr Serine kinase N terminus	3	
pfam02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	7	
pfam02607	B12 binding domain	9	
pfam02608	ABC transporter substrate-binding protein PnrA-like	2	
pfam02609	Exonuclease VII small subunit	8	
pfam02610	L-arabinose isomerase	4	
pfam02613	Nitrate reductase delta subunit	2	
pfam02614	Glucuronate isomerase	2	
pfam02615	Malate/L-lactate dehydrogenase	3	
pfam02616	Segregation and condensation protein ScpA	6	
pfam02618	YceG-like family	10	
pfam02620	Uncharacterized ACR, COG1399	2	
pfam02624	YcaO cyclodehydratase, ATP-ad Mg2+-binding	2	
pfam02625	XdhC and CoxI family	7	
pfam02626	Carboxyltransferase domain, subdomain A and B	6	
pfam02627	Carboxymuconolactone decarboxylase family	7	
pfam02629	CoA binding domain	6	
pfam02631	RecX family	3	
pfam02632	BioY family	1	
pfam02633	Creatinine amidohydrolase	2	
pfam02634	FdhD/NarQ family	5	
pfam02635	DsrE/DsrF-like family	1	
pfam02637	GatB domain	7	
pfam02638	Glycosyl hydrolase-like 10	1	
pfam02639	Uncharacterized BCR, YaiI/YqxD family COG1671	5	
pfam02643	Uncharacterized ACR, COG1430	3	
pfam02645	Uncharacterised protein, DegV family COG1307	27	
pfam02646	RmuC family	4	
pfam02649	Type I GTP cyclohydrolase folE2	1	
pfam02650	WhiA C-terminal HTH domain	8	
pfam02652	L-lactate permease	4	
pfam02653	Branched-chain amino acid transport system / permease component	44	
pfam02654	Cobalamin-5-phosphate synthase	3	
pfam02655	ATP-grasp domain	4	
pfam02659	Putative manganese efflux pump	6	
pfam02660	Glycerol-3-phosphate acyltransferase	5	
pfam02661	Fic/DOC family	16	
pfam02662	Methyl-viologen-reducing hydrogenase, delta subunit	5	
pfam02663	FmdE, Molybdenum formylmethanofuran dehydrogenase operon	3	
pfam02664	S-Ribosylhomocysteinase (LuxS)	5	
pfam02665	Nitrate reductase gamma subunit	1	
pfam02666	Phosphatidylserine decarboxylase	2	
pfam02669	K+-transporting ATPase, c chain	1	
pfam02670	1-deoxy-D-xylulose 5-phosphate reductoisomerase	12	
pfam02673	Bacitracin resistance protein BacA	13	
pfam02674	Colicin V production protein	3	
pfam02677	Uncharacterized BCR, COG1636	4	
pfam02679	(2R)-phospho-3-sulfolactate synthase (ComA)	2	
pfam02682	Carboxyltransferase domain, subdomain C and D	4	
pfam02683	Cytochrome C biogenesis protein transmembrane region	2	
pfam02686	Glu-tRNAGln amidotransferase C subunit	6	
pfam02687	FtsX-like permease family	114	
pfam02690	Na+/Pi-cotransporter	10	
pfam02698	DUF218 domain	4	
pfam02699	Preprotein translocase subunit	1	
pfam02700	Phosphoribosylformylglycinamidine (FGAM) synthase	1	
pfam02702	Osmosensitive K+ channel His kinase sensor domain	1	
pfam02705	K+ potassium transporter	3	
pfam02706	Chain length determinant protein	8	
pfam02719	Polysaccharide biosynthesis protein	12	
pfam02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	17	
pfam02732	ERCC4 domain	2	
pfam02733	Dak1 domain	1	
pfam02734	DAK2 domain	7	
pfam02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	6	
pfam02738	Molybdopterin-binding domain of aldehyde dehydrogenase	12	
pfam02739	5'-3' exonuclease, N-terminal resolvase-like domain	8	
pfam02741	FTR, proximal lobe	1	
pfam02742	Iron dependent repressor, metal binding and dimerisation domain	11	
pfam02743	Cache domain	7	
pfam02744	Galactose-1-phosphate uridyl transferase, C-terminal domain	12	
pfam02745	Methyl-coenzyme M reductase alpha subunit, N-terminal domain	1	
pfam02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	1	
pfam02747	Proliferating cell nuclear antigen, C-terminal domain	1	
pfam02748	Aspartate carbamoyltransferase regulatory chain, metal binding domain	4	
pfam02749	Quinolinate phosphoribosyl transferase, N-terminal domain	6	
pfam02754	Cysteine-rich domain	9	
pfam02767	DNA polymerase III beta subunit, central domain	12	
pfam02768	DNA polymerase III beta subunit, C-terminal domain	11	
pfam02769	AIR synthase related protein, C-terminal domain	32	
pfam02770	Acyl-CoA dehydrogenase, middle domain	8	
pfam02771	Acyl-CoA dehydrogenase, N-terminal domain	7	
pfam02772	S-adenosylmethionine synthetase, central domain	10	
pfam02773	S-adenosylmethionine synthetase, C-terminal domain	11	
pfam02774	Semialdehyde dehydrogenase, dimerisation domain	10	
pfam02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	31	
pfam02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	18	
pfam02779	Transketolase, pyrimidine binding domain	18	
pfam02780	Transketolase, C-terminal domain	21	
pfam02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	2	
pfam02782	FGGY family of carbohydrate kinases, C-terminal domain	26	
pfam02783	Methyl-coenzyme M reductase beta subunit, N-terminal domain	1	
pfam02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	9	
pfam02785	Biotin carboxylase C-terminal domain	11	
pfam02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	33	
pfam02787	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	10	
pfam02796	Helix-turn-helix domain of resolvase	4	
pfam02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	7	
pfam02801	Beta-ketoacyl synthase, C-terminal domain	15	
pfam02803	Thiolase, C-terminal domain	2	
pfam02805	Metal binding domain of Ada	1	
pfam02806	Alpha amylase, C-terminal all-beta domain	15	
pfam02810	SEC-C motif	14	
pfam02811	PHP domain	39	
pfam02812	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	4	
pfam02814	UreE urease accessory protein, N-terminal domain	1	
pfam02823	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	10	
pfam02824	TGS domain	9	
pfam02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	25	
pfam02829	3H domain	4	
pfam02830	V4R domain	1	
pfam02833	DHHA2 domain	7	
pfam02836	Glycosyl hydrolases family 2, TIM barrel domain	27	
pfam02837	Glycosyl hydrolases family 2, sugar binding domain	19	
pfam02838	Glycosyl hydrolase family 20, domain 2	9	
pfam02843	Phosphoribosylglycinamide synthetase, C domain	6	
pfam02844	Phosphoribosylglycinamide synthetase, N domain	7	
pfam02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	6	
pfam02861	Clp amino terminal domain, pathogenicity island component	10	
pfam02863	Arginine repressor, C-terminal domain	8	
pfam02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	12	
pfam02867	Ribonucleotide reductase, barrel domain	4	
pfam02870	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain	5	
pfam02872	5'-nucleotidase, C-terminal domain	2	
