Pfam ID	Pfam Name	Gene Count (assembled)	
pfam02727	Copper amine oxidase, N2 domain	25	
pfam02728	Copper amine oxidase, N3 domain	28	
pfam02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	202	
pfam02730	Aldehyde ferredoxin oxidoreductase, N-terminal domain	16	
pfam02731	SKIP/SNW domain	1	
pfam02732	ERCC4 domain	14	
pfam02733	Dak1 domain	72	
pfam02734	DAK2 domain	56	
pfam02735	Ku70/Ku80 beta-barrel domain	134	
pfam02736	Myosin N-terminal SH3-like domain	1	
pfam02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	346	
pfam02738	Molybdopterin-binding domain of aldehyde dehydrogenase	1489	
pfam02739	5'-3' exonuclease, N-terminal resolvase-like domain	166	
pfam02741	FTR, proximal lobe	9	
pfam02742	Iron dependent repressor, metal binding and dimerisation domain	68	
pfam02743	Cache domain	15	
pfam02744	Galactose-1-phosphate uridyl transferase, C-terminal domain	35	
pfam02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	229	
pfam02747	Proliferating cell nuclear antigen, C-terminal domain	3	
pfam02748	Aspartate carbamoyltransferase regulatory chain, metal binding domain	1	
pfam02749	Quinolinate phosphoribosyl transferase, N-terminal domain	68	
pfam02752	Arrestin (or S-antigen), C-terminal domain	6	
pfam02754	Cysteine-rich domain	234	
pfam02755	RPEL repeat	1	
pfam02765	Telomeric single stranded DNA binding POT1/CDC13	1	
pfam02767	DNA polymerase III beta subunit, central domain	86	
pfam02768	DNA polymerase III beta subunit, C-terminal domain	89	
pfam02769	AIR synthase related protein, C-terminal domain	264	
pfam02770	Acyl-CoA dehydrogenase, middle domain	782	
pfam02771	Acyl-CoA dehydrogenase, N-terminal domain	947	
pfam02772	S-adenosylmethionine synthetase, central domain	101	
pfam02773	S-adenosylmethionine synthetase, C-terminal domain	109	
pfam02774	Semialdehyde dehydrogenase, dimerisation domain	163	
pfam02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	596	
pfam02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	509	
pfam02777	Iron/manganese superoxide dismutases, C-terminal domain	95	
pfam02779	Transketolase, pyrimidine binding domain	573	
pfam02780	Transketolase, C-terminal domain	330	
pfam02781	Glucose-6-phosphate dehydrogenase, C-terminal domain	309	
pfam02782	FGGY family of carbohydrate kinases, C-terminal domain	287	
pfam02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	166	
pfam02785	Biotin carboxylase C-terminal domain	227	
pfam02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	554	
pfam02787	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	85	
pfam02788	Ribulose bisphosphate carboxylase large chain, N-terminal domain	9	
pfam02789	Cytosol aminopeptidase family, N-terminal domain	43	
pfam02790	Cytochrome C oxidase subunit II, transmembrane domain	62	
pfam02791	DDT domain	2	
pfam02792	Mago nashi protein	1	
pfam02796	Helix-turn-helix domain of resolvase	55	
pfam02797	Chalcone and stilbene synthases, C-terminal domain	24	
pfam02798	Glutathione S-transferase, N-terminal domain	64	
pfam02799	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain	2	
pfam02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	175	
pfam02801	Beta-ketoacyl synthase, C-terminal domain	293	
pfam02803	Thiolase, C-terminal domain	392	
pfam02805	Metal binding domain of Ada	62	
pfam02806	Alpha amylase, C-terminal all-beta domain	49	
pfam02809	Ubiquitin interaction motif	3	
pfam02810	SEC-C motif	84	
pfam02811	PHP domain	262	
pfam02812	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	98	
pfam02814	UreE urease accessory protein, N-terminal domain	6	
pfam02815	MIR domain	8	
pfam02816	Alpha-kinase family	1	
pfam02817	e3 binding domain	114	
pfam02823	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	48	
pfam02824	TGS domain	80	
pfam02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	454	
pfam02829	3H domain	8	
pfam02830	V4R domain	3	
pfam02833	DHHA2 domain	7	
pfam02834	LigT like Phosphoesterase	32	
pfam02836	Glycosyl hydrolases family 2, TIM barrel domain	154	
pfam02837	Glycosyl hydrolases family 2, sugar binding domain	182	
pfam02838	Glycosyl hydrolase family 20, domain 2	19	
pfam02839	Carbohydrate binding domain	20	
pfam02841	Guanylate-binding protein, C-terminal domain	1	
pfam02843	Phosphoribosylglycinamide synthetase, C domain	64	
pfam02844	Phosphoribosylglycinamide synthetase, N domain	51	
pfam02845	CUE domain	5	
pfam02847	MA3 domain	1	
pfam02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	291	
pfam02854	MIF4G domain	13	
pfam02861	Clp amino terminal domain, pathogenicity island component	252	
pfam02862	DDHD domain	7	
pfam02863	Arginine repressor, C-terminal domain	31	
pfam02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	83	
pfam02867	Ribonucleotide reductase, barrel domain	360	
pfam02868	Thermolysin metallopeptidase, alpha-helical domain	33	
pfam02870	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain	32	
pfam02872	5'-nucleotidase, C-terminal domain	43	
pfam02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain	76	
pfam02874	ATP synthase alpha/beta family, beta-barrel domain	141	
pfam02875	Mur ligase family, glutamate ligase domain	212	
pfam02877	Poly(ADP-ribose) polymerase, regulatory domain	4	
pfam02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	204	
pfam02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	169	
pfam02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	188	
pfam02881	SRP54-type protein, helical bundle domain	104	
pfam02882	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	105	
pfam02883	Adaptin C-terminal domain	7	
pfam02884	Polysaccharide lyase family 8, C-terminal beta-sandwich domain	7	
pfam02885	Glycosyl transferase family, helical bundle domain	88	
pfam02887	Pyruvate kinase, alpha/beta domain	53	
pfam02889	Sec63 Brl domain	17	
pfam02892	BED zinc finger	16	
pfam02893	GRAM domain	2	
pfam02894	Oxidoreductase family, C-terminal alpha/beta domain	323	
pfam02895	Signal transducing histidine kinase, homodimeric domain	31	
pfam02896	PEP-utilising enzyme, TIM barrel domain	261	
pfam02897	Prolyl oligopeptidase, N-terminal beta-propeller domain	195	
pfam02898	Nitric oxide synthase, oxygenase domain	5	
pfam02899	Phage integrase, N-terminal SAM-like domain	285	
pfam02900	Catalytic LigB subunit of aromatic ring-opening dioxygenase	125	
pfam02901	Pyruvate formate lyase-like	37	
pfam02902	Ulp1 protease family, C-terminal catalytic domain	9	
pfam02903	Alpha amylase, N-terminal ig-like domain	3	
pfam02906	Iron only hydrogenase large subunit, C-terminal domain	10	
pfam02909	Tetracyclin repressor, C-terminal all-alpha domain	65	
pfam02910	Fumarate reductase flavoprotein C-term	150	
pfam02911	Formyl transferase, C-terminal domain	58	
pfam02912	Aminoacyl tRNA synthetase class II, N-terminal domain	47	
pfam02913	FAD linked oxidases, C-terminal domain	321	
pfam02915	Rubrerythrin	46	
pfam02917	Pertussis toxin, subunit 1	2	
pfam02919	Eukaryotic DNA topoisomerase I, DNA binding fragment	9	
pfam02922	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	184	
pfam02923	Restriction endonuclease BamHI	1	
pfam02924	Bacteriophage lambda head decoration protein D	2	
pfam02926	THUMP domain	20	
pfam02927	Cellulase N-terminal ig-like domain	19	
pfam02928	C5HC2 zinc finger	2	
pfam02929	Beta galactosidase small chain	46	
pfam02931	Neurotransmitter-gated ion-channel ligand binding domain	3	
pfam02932	Neurotransmitter-gated ion-channel transmembrane region	4	
pfam02933	Cell division protein 48 (CDC48), domain 2	2	
pfam02934	GatB/GatE catalytic domain	166	
pfam02935	Cytochrome c oxidase subunit VIIc	1	
pfam02936	Cytochrome c oxidase subunit IV	1	
pfam02938	GAD domain	34	
pfam02939	UcrQ family	2	
pfam02940	mRNA capping enzyme, beta chain	3	
pfam02943	Ferredoxin thioredoxin reductase catalytic beta chain	2	
pfam02945	Recombination endonuclease VII	34	
pfam02951	Prokaryotic glutathione synthetase, N-terminal domain	22	
pfam02952	L-fucose isomerase, C-terminal domain	15	
pfam02953	Tim10/DDP family zinc finger	4	
pfam02954	Bacterial regulatory protein, Fis family	391	
pfam02955	Prokaryotic glutathione synthetase, ATP-grasp domain	32	
pfam02958	Ecdysteroid kinase	10	
pfam02963	Restriction endonuclease EcoRI	1	
pfam02965	Vitamin B12 dependent methionine synthase, activation domain	91	
pfam02966	Mitosis protein DIM1	6	
pfam02969	TATA box binding protein associated factor (TAF)	2	
pfam02970	Tubulin binding cofactor A	2	
pfam02971	Formiminotransferase domain	15	
pfam02974	Protease inhibitor Inh	4	
pfam02975	Methylamine dehydrogenase, L chain	1	
pfam02978	Signal peptide binding domain	75	
pfam02979	Nitrile hydratase, alpha chain	63	
pfam02982	Scytalone dehydratase	6	
pfam02983	Alpha-lytic protease prodomain	1	
pfam02984	Cyclin, C-terminal domain	5	
pfam02985	HEAT repeat	10	
pfam02990	Endomembrane protein 70	20	
pfam02991	Autophagy protein Atg8 ubiquitin like	1	
pfam02992	Transposase family tnp2	3	
pfam02996	Prefoldin subunit	3	
pfam03000	NPH3 family	1	
pfam03006	Haemolysin-III related	64	
pfam03007	Wax ester synthase-like Acyl-CoA acyltransferase domain	96	
pfam03008	Archaea bacterial proteins of unknown function	3	
pfam03009	Glycerophosphoryl diester phosphodiesterase family	111	
pfam03013	Pyrimidine dimer DNA glycosylase	1	
pfam03015	Male sterility protein	4	
pfam03016	Exostosin family	3	
pfam03022	Major royal jelly protein	4	
pfam03023	MviN-like protein	206	
pfam03028	Dynein heavy chain and region D6 of dynein motor	7	
pfam03029	Conserved hypothetical ATP binding protein	44	
pfam03030	Inorganic H+ pyrophosphatase	289	
pfam03031	NLI interacting factor-like phosphatase	16	
pfam03033	Glycosyltransferase family 28 N-terminal domain	92	
pfam03050	Transposase IS66 family	393	
pfam03051	Peptidase C1-like family	61	
pfam03054	tRNA methyl transferase	168	
pfam03055	Retinal pigment epithelial membrane protein	83	
pfam03059	Nicotianamine synthase protein	1	
pfam03060	Nitronate monooxygenase	245	
pfam03061	Thioesterase superfamily	251	
pfam03062	MBOAT, membrane-bound O-acyltransferase family	104	
pfam03063	Prismane/CO dehydrogenase family	8	
pfam03065	Glycosyl hydrolase family 57	72	
pfam03067	Lytic polysaccharide mono-oxygenase, cellulose-degrading	1	
pfam03069	Acetamidase/Formamidase family	151	
pfam03070	TENA/THI-4/PQQC family	84	
pfam03071	GNT-I family	1	
pfam03073	TspO/MBR family	23	
pfam03074	Glutamate-cysteine ligase	8	
pfam03078	ATHILA ORF-1 family	1	
pfam03079	ARD/ARD' family	8	
pfam03080	Domain of unknown function (DUF239)	4	
pfam03081	Exo70 exocyst complex subunit	6	
pfam03083	Sugar efflux transporter for intercellular exchange	5	
pfam03088	Strictosidine synthase	5	
pfam03090	Replicase family	1	
pfam03091	CutA1 divalent ion tolerance protein	32	
pfam03092	BT1 family	12	
pfam03095	Phosphotyrosyl phosphate activator (PTPA) protein	6	
pfam03097	BRO1-like domain	5	
pfam03098	Animal haem peroxidase	96	
pfam03099	Biotin/lipoate A/B protein ligase family	126	
pfam03100	CcmE	34	
pfam03101	FAR1 DNA-binding domain	9	
pfam03102	NeuB family	43	
pfam03104	DNA polymerase family B, exonuclease domain	16	
pfam03105	SPX domain	15	
pfam03108	MuDR family transposase	1	
pfam03109	ABC1 family	121	
pfam03114	BAR domain	5	
pfam03116	NQR2, RnfD, RnfE family	6	
pfam03118	Bacterial RNA polymerase, alpha chain C terminal domain	97	
pfam03119	NAD-dependent DNA ligase C4 zinc finger domain	42	
pfam03120	NAD-dependent DNA ligase OB-fold domain	60	
pfam03124	EXS family	7	
pfam03126	Plus-3 domain	2	
pfam03127	GAT domain	5	
pfam03129	Anticodon binding domain	203	
pfam03130	PBS lyase HEAT-like repeat	14	
pfam03133	Tubulin-tyrosine ligase family	7	
pfam03134	TB2/DP1, HVA22 family	4	
pfam03135	CagE, TrbE, VirB family, component of type IV transporter system	15	
pfam03136	Pup-ligase protein	95	
pfam03137	Organic Anion Transporter Polypeptide (OATP) family	2	
pfam03142	Chitin synthase	28	
pfam03143	Elongation factor Tu C-terminal domain	127	
pfam03144	Elongation factor Tu domain 2	336	
pfam03147	Ferredoxin-fold anticodon binding domain	62	
pfam03150	Di-haem cytochrome c peroxidase	81	
pfam03151	Triose-phosphate Transporter family	13	
pfam03152	Ubiquitin fusion degradation protein UFD1	4	
pfam03155	ALG6, ALG8 glycosyltransferase family	6	
pfam03159	XRN 5'-3' exonuclease N-terminus	6	
pfam03160	Calx-beta domain	76	
pfam03161	LAGLIDADG DNA endonuclease family	4	
pfam03162	Tyrosine phosphatase family	9	
pfam03164	Trafficking protein Mon1	8	
pfam03167	Uracil DNA glycosylase superfamily	206	
pfam03168	Late embryogenesis abundant protein	1	
pfam03169	OPT oligopeptide transporter protein	176	
pfam03170	Bacterial cellulose synthase subunit	11	
pfam03171	2OG-Fe(II) oxygenase superfamily	46	
pfam03174	Chitobiase/beta-hexosaminidase C-terminal domain	40	
pfam03176	MMPL family	666	
pfam03177	Non-repetitive/WGA-negative nucleoporin C-terminal	10	
pfam03178	CPSF A subunit region	13	
pfam03179	Vacuolar (H+)-ATPase G subunit	1	
pfam03180	NLPA lipoprotein	20	
pfam03184	DDE superfamily endonuclease	204	
pfam03186	CobD/Cbib protein	22	
pfam03188	Eukaryotic cytochrome b561	3	
pfam03190	Protein of unknown function, DUF255	92	
pfam03193	Protein of unknown function, DUF258	81	
pfam03194	LUC7 N_terminus	6	
pfam03198	Glucanosyltransferase	22	
pfam03199	Eukaryotic glutathione synthase	2	
pfam03200	Glycosyl hydrolase family 63 C-terminal domain	54	
pfam03203	MerC mercury resistance protein	3	
pfam03205	Molybdopterin guanine dinucleotide synthesis protein B	19	
pfam03208	PRA1 family protein	3	
pfam03209	PUCC protein	2	
pfam03211	Pectate lyase	1	
pfam03212	Pertactin	1	
pfam03215	Rad17 cell cycle checkpoint protein	5	
pfam03219	TLC ATP/ADP transporter	10	
pfam03221	Tc5 transposase DNA-binding domain	61	
pfam03222	Tryptophan/tyrosine permease family	2	
pfam03223	V-ATPase subunit C	5	
pfam03224	V-ATPase subunit H	3	
pfam03226	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	2	
pfam03227	Gamma interferon inducible lysosomal thiol reductase (GILT)	1	
pfam03232	Ubiquinone biosynthesis protein COQ7	4	
pfam03234	Cdc37 N terminal kinase binding	7	
pfam03235	Protein of unknown function DUF262	47	
pfam03237	Terminase-like family	140	
pfam03239	Iron permease FTR1 family	73	
pfam03241	4-hydroxyphenylacetate 3-hydroxylase C terminal	62	
pfam03243	Alkylmercury lyase	11	
pfam03248	Rer1 family	3	
pfam03253	Urea transporter	11	
pfam03255	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit	53	
pfam03256	Anaphase-promoting complex, subunit 10 (APC10)	1	
pfam03259	Roadblock/LC7 domain	39	
pfam03264	NapC/NirT cytochrome c family, N-terminal region	22	
pfam03266	NTPase	4	
pfam03269	Caenorhabditis protein of unknown function, DUF268	1	
pfam03275	UDP-galactopyranose mutase	22	
pfam03279	Bacterial lipid A biosynthesis acyltransferase	112	
pfam03280	Proteobacterial lipase chaperone protein	1	
pfam03283	Pectinacetylesterase	2	
pfam03284	Phenazine biosynthesis protein A/B	1	
pfam03288	Poxvirus D5 protein-like	5	
pfam03291	mRNA capping enzyme	5	
pfam03297	S25 ribosomal protein	1	
pfam03301	Tryptophan 2,3-dioxygenase	79	
pfam03306	Alpha-acetolactate decarboxylase	7	
pfam03308	ArgK protein	112	
pfam03309	Type III pantothenate kinase	87	
pfam03313	Serine dehydratase alpha chain	67	
pfam03315	Serine dehydratase beta chain	41	
pfam03319	Ethanolamine utilisation protein EutN/carboxysome	19	
pfam03320	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	130	
pfam03321	GH3 auxin-responsive promoter	16	
pfam03323	Bacillus/Clostridium GerA spore germination protein	118	
pfam03328	HpcH/HpaI aldolase/citrate lyase family	185	
pfam03330	Lytic transglycolase	60	
pfam03331	UDP-3-O-acyl N-acetylglycosamine deacetylase	78	
pfam03332	Eukaryotic phosphomannomutase	3	
pfam03334	Na+/H+ antiporter subunit	11	
pfam03343	SART-1 family	7	
pfam03345	Oligosaccharyltransferase 48 kDa subunit beta	4	
pfam03348	Serine incorporator (Serinc)	6	
pfam03349	Outer membrane protein transport protein (OMPP1/FadL/TodX)	20	
pfam03350	Uncharacterized protein family, UPF0114	11	
pfam03352	Methyladenine glycosylase	122	
pfam03354	Phage Terminase	87	
pfam03357	Snf7	9	
pfam03358	NADPH-dependent FMN reductase	208	
pfam03360	Glycosyltransferase family 43	1	
pfam03364	Polyketide cyclase / dehydrase and lipid transport	44	
pfam03366	YEATS family	4	
pfam03367	ZPR1 zinc-finger domain	3	
pfam03368	Dicer dimerisation domain	3	
pfam03370	Carbohydrate/starch-binding module (family 21)	6	
pfam03371	PRP38 family	6	
pfam03372	Endonuclease/Exonuclease/phosphatase family	174	
pfam03374	Phage antirepressor protein KilAC domain	15	
pfam03378	CAS/CSE protein, C-terminus	9	
pfam03379	CcmB protein	41	
pfam03381	LEM3 (ligand-effect modulator 3) family / CDC50 family	3	
pfam03382	Mycoplasma protein of unknown function, DUF285	1	
pfam03385	Protein of unknown function, DUF288	3	
pfam03388	Legume-like lectin family	3	
pfam03389	MobA/MobL family	8	
pfam03390	2-hydroxycarboxylate transporter family	10	
pfam03398	Regulator of Vps4 activity in the MVB pathway	4	
pfam03399	SAC3/GANP family	10	
pfam03400	IS1 transposase	11	
pfam03401	Tripartite tricarboxylate transporter family receptor	1260	
pfam03403	Platelet-activating factor acetylhydrolase, isoform II	14	
pfam03404	Mo-co oxidoreductase dimerisation domain	77	
pfam03405	Fatty acid desaturase	14	
pfam03411	Penicillin-insensitive murein endopeptidase	27	
pfam03412	Peptidase C39 family	38	
pfam03413	Peptidase propeptide and YPEB domain	22	
pfam03414	Glycosyltransferase family 6	1	
pfam03415	Clostripain family	6	
pfam03416	Peptidase family C54	4	
pfam03417	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	22	
pfam03418	Germination protease	30	
pfam03419	Sporulation factor SpoIIGA	12	
pfam03420	Prohead core protein serine protease	1	
pfam03422	Carbohydrate binding module (family 6)	33	
pfam03425	Carbohydrate binding domain (family 11)	4	
pfam03432	Relaxase/Mobilisation nuclease domain	8	
pfam03435	Saccharopine dehydrogenase NADP binding domain	104	
pfam03437	BtpA family	11	
pfam03439	Early transcription elongation factor of RNA pol II, NGN section	3	
pfam03441	FAD binding domain of DNA photolyase	47	
pfam03443	Glycosyl hydrolase family 61	16	
pfam03444	Winged helix-turn-helix transcription repressor, HrcA DNA-binding	8	
pfam03445	Putative nucleotidyltransferase DUF294	15	
pfam03446	NAD binding domain of 6-phosphogluconate dehydrogenase	458	
pfam03447	Homoserine dehydrogenase, NAD binding domain	66	
pfam03448	MgtE intracellular N domain	45	
pfam03449	Transcription elongation factor, N-terminal	84	
pfam03450	CO dehydrogenase flavoprotein C-terminal domain	139	
pfam03452	Anp1	12	
pfam03453	MoeA N-terminal region (domain I and II)	108	
pfam03454	MoeA C-terminal region (domain IV)	54	
pfam03455	dDENN domain	1	
pfam03456	uDENN domain	1	
pfam03457	Helicase associated domain	10	
pfam03458	UPF0126 domain	23	
pfam03459	TOBE domain	92	
pfam03460	Nitrite/Sulfite reductase ferredoxin-like half domain	113	
pfam03461	TRCF domain	55	
pfam03462	PCRF domain	130	
pfam03463	eRF1 domain 1	5	
pfam03464	eRF1 domain 2	5	
pfam03465	eRF1 domain 3	6	
pfam03466	LysR substrate binding domain	841	
pfam03467	Smg-4/UPF3 family	2	
pfam03471	Transporter associated domain	75	
pfam03472	Autoinducer binding domain	8	
pfam03473	MOSC domain	113	
pfam03475	3-alpha domain	29	
pfam03476	MOSC N-terminal beta barrel domain	38	
pfam03477	ATP cone domain	66	
pfam03479	Domain of unknown function (DUF296)	5	
pfam03480	Bacterial extracellular solute-binding protein, family 7	238	
pfam03481	Putative GTP-binding controlling metal-binding	35	
pfam03483	B3/4 domain	97	
pfam03484	tRNA synthetase B5 domain	40	
pfam03485	Arginyl tRNA synthetase N terminal domain	56	
pfam03486	HI0933-like protein	116	
pfam03492	SAM dependent carboxyl methyltransferase	7	
pfam03496	ADP-ribosyltransferase exoenzyme	2	
pfam03501	Plectin/S10 domain	2	
pfam03512	Glycosyl hydrolase family 52	2	
pfam03517	Regulator of volume decrease after cellular swelling	2	
pfam03524	Conjugal transfer protein	21	
pfam03527	RHS protein	2	
pfam03531	Structure-specific recognition protein (SSRP1)	3	
pfam03534	Salmonella virulence plasmid 65kDa B protein	26	
pfam03537	Glycoside-hydrolase family GH114	11	
pfam03538	Salmonella virulence plasmid 28.1kDa A protein	1	
pfam03540	Transcription initiation factor TFIID 23-30kDa subunit	3	
pfam03542	Tuberin	1	
pfam03544	Gram-negative bacterial TonB protein C-terminal	200	
pfam03547	Membrane transport protein	21	
pfam03548	Outer membrane lipoprotein carrier protein LolA	33	
pfam03550	Outer membrane lipoprotein LolB	2	
pfam03551	Transcriptional regulator PadR-like family	430	
pfam03552	Cellulose synthase	1	
pfam03553	Na+/H+ antiporter family	32	
pfam03556	Cullin binding	4	
pfam03559	NDP-hexose 2,3-dehydratase	1	
pfam03561	Allantoicase repeat	31	
pfam03562	MltA specific insert domain	18	
pfam03567	Sulfotransferase family	15	
pfam03568	Peptidase family C50	3	
pfam03571	Peptidase family M49	18	
pfam03572	Peptidase family S41	213	
pfam03575	Peptidase family S51	66	
pfam03576	Peptidase family S58	120	
pfam03577	Peptidase family C69	2	
pfam03583	Secretory lipase	23	
pfam03587	EMG1/NEP1 methyltransferase	3	
pfam03588	Leucyl/phenylalanyl-tRNA protein transferase	33	
pfam03590	Aspartate-ammonia ligase	2	
pfam03591	AzlC protein	29	
pfam03592	Terminase small subunit	21	
pfam03594	Benzoate membrane transport protein	7	
pfam03595	Voltage-dependent anion channel	39	
pfam03596	Cadmium resistance transporter	5	
pfam03597	Cytochrome oxidase maturation protein cbb3-type	9	
pfam03598	CO dehydrogenase/acetyl-CoA synthase complex beta subunit	2	
pfam03599	CO dehydrogenase/acetyl-CoA synthase delta subunit	4	
pfam03600	Citrate transporter	75	
pfam03601	Conserved hypothetical protein 698	64	
pfam03602	Conserved hypothetical protein 95	70	
pfam03604	DNA directed RNA polymerase, 7 kDa subunit	3	
pfam03605	Anaerobic c4-dicarboxylate membrane transporter	9	
pfam03606	C4-dicarboxylate anaerobic carrier	27	
pfam03610	PTS system fructose IIA component	34	
pfam03613	PTS system mannose/fructose/sorbose family IID component	1	
pfam03616	Sodium/glutamate symporter	4	
pfam03618	Kinase/pyrophosphorylase	48	
pfam03619	Organic solute transporter Ostalpha	14	
pfam03621	MbtH-like protein	15	
pfam03625	Domain of unknown function DUF302	49	
pfam03626	Prokaryotic Cytochrome C oxidase subunit IV	41	
pfam03629	Carbohydrate esterase, sialic acid-specific acetylesterase	40	
pfam03630	Fumble	13	
pfam03631	Virulence factor BrkB	338	
pfam03632	Glycosyl hydrolase family 65 central catalytic domain	145	
pfam03633	Glycosyl hydrolase family 65, C-terminal domain	23	
pfam03635	Vacuolar protein sorting-associated protein 35	4	
pfam03636	Glycosyl hydrolase family 65, N-terminal domain	67	
pfam03637	Mob1/phocein family	3	
pfam03639	Glycosyl hydrolase family 81	6	
pfam03640	Secreted repeat of unknown function	123	
pfam03641	Possible lysine decarboxylase	107	
pfam03643	Vacuolar protein sorting-associated protein 26	1	
pfam03645	Tctex-1 family	2	
pfam03646	FlaG protein	16	
pfam03647	Transmembrane proteins 14C	8	
pfam03648	Glycosyl hydrolase family 67 N-terminus	21	
pfam03649	Uncharacterised protein family (UPF0014)	51	
pfam03650	Uncharacterised protein family (UPF0041)	1	
pfam03652	Holliday junction resolvase	60	
pfam03653	Uncharacterised protein family (UPF0093)	21	
pfam03658	RnfH family Ubiquitin	1	
pfam03659	Glycosyl hydrolase family 71	19	
pfam03660	PHF5-like protein	1	
pfam03662	Glycosyl hydrolase family 79, N-terminal domain	5	
pfam03663	Glycosyl hydrolase family 76	76	
pfam03664	Glycosyl hydrolase family 62	16	
pfam03666	Nitrogen Permease regulator of amino acid transport activity 3	6	
pfam03668	P-loop ATPase protein family	97	
pfam03672	Uncharacterised protein family (UPF0154)	5	
pfam03682	Uncharacterised protein family (UPF0158)	9	
pfam03683	Uncharacterised protein family (UPF0175)	14	
pfam03690	Uncharacterised protein family (UPF0160)	3	
pfam03691	Uncharacterised protein family (UPF0167)	2	
pfam03692	Putative zinc- or iron-chelating domain	23	
pfam03693	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH	12	
pfam03694	Erg28 like protein	2	
pfam03695	Uncharacterised protein family (UPF0149)	11	
pfam03698	Uncharacterised protein family (UPF0180)	5	
pfam03699	Uncharacterised protein family (UPF0182)	175	
pfam03702	Anhydro-N-acetylmuramic acid kinase	92	
pfam03703	Bacterial PH domain	59	
pfam03704	Bacterial transcriptional activator domain	310	
pfam03705	CheR methyltransferase, all-alpha domain	51	
pfam03706	Lysylphosphatidylglycerol synthase TM region	231	
pfam03707	Bacterial signalling protein N terminal repeat	31	
pfam03709	Orn/Lys/Arg decarboxylase, N-terminal domain	6	
pfam03710	Glutamate-ammonia ligase adenylyltransferase	86	
pfam03711	Orn/Lys/Arg decarboxylase, C-terminal domain	37	
pfam03712	Copper type II ascorbate-dependent monooxygenase, C-terminal domain	48	
pfam03713	Domain of unknown function (DUF305)	26	
pfam03714	Bacterial pullanase-associated domain	2	
pfam03715	Noc2p family	9	
pfam03717	Penicillin-binding Protein dimerisation domain	210	
pfam03718	Glycosyl hydrolase family 49	3	
pfam03719	Ribosomal protein S5, C-terminal domain	76	
pfam03720	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	156	
pfam03721	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	311	
pfam03724	META domain	11	
pfam03725	3' exoribonuclease family, domain 2	121	
pfam03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain	48	
pfam03727	Hexokinase	20	
pfam03729	Short repeat of unknown function (DUF308)	116	
pfam03730	Ku70/Ku80 C-terminal arm	2	
pfam03731	Ku70/Ku80 N-terminal alpha/beta domain	4	
pfam03732	Retrotransposon gag protein	21	
pfam03733	Inner membrane component domain	13	
pfam03734	L,D-transpeptidase catalytic domain	305	
pfam03737	Demethylmenaquinone methyltransferase	99	
pfam03738	Glutathionylspermidine synthase preATP-grasp	5	
pfam03739	Predicted permease YjgP/YjgQ family	113	
pfam03740	Pyridoxal phosphate biosynthesis protein PdxJ	47	
pfam03741	Integral membrane protein TerC family	119	
pfam03743	Bacterial conjugation TrbI-like protein	33	
pfam03744	6-carboxyhexanoate--CoA ligase	1	
pfam03745	Domain of unknown function (DUF309)	28	
pfam03746	LamB/YcsF family	64	
pfam03747	ADP-ribosylglycohydrolase	41	
pfam03748	Flagellar basal body-associated protein FliL	12	
pfam03749	Sugar fermentation stimulation protein	3	
pfam03755	YicC-like family, N-terminal region	42	
pfam03756	A-factor biosynthesis hotdog domain	2	
pfam03764	Elongation factor G, domain IV	161	
pfam03765	CRAL/TRIO, N-terminal domain	12	
pfam03767	HAD superfamily, subfamily IIIB (Acid phosphatase)	6	
pfam03770	Inositol polyphosphate kinase	4	
pfam03772	Competence protein	89	
pfam03773	Predicted permease	69	
pfam03775	Septum formation inhibitor MinC, C-terminal domain	11	
